Gene.names	RBC	Plasma	Matrisome.1	Matrisome.2	Matrisome.3	Plasma.1	Subcellular.location..CC.
IP6K1	NA	NA	NA	NA	NA	NA	Cytoplasm
CERCAM	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
FBXW5	NA	NA	NA	NA	NA	NA	Cytoplasm
PITPNB	RBC	NA	NA	NA	NA	NA	Golgi apparatus
SMIM19	NA	NA	NA	NA	NA	NA	Membrane
DZIP1L	NA	NA	NA	NA	NA	NA	Cytoplasm
BTNL9	NA	NA	NA	NA	NA	NA	Membrane
SPACA1	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
DCUN1D1	RBC	NA	NA	NA	NA	NA	Nucleus
RICTOR	NA	NA	NA	NA	NA	NA	NA
DKC1	NA	NA	NA	NA	NA	NA	Nucleus
ART5	NA	NA	NA	NA	NA	NA	Secreted Membrane Note=Membrane-associated
FRA10AC1	NA	NA	NA	NA	NA	NA	Nucleus
PLCL1	NA	NA	NA	NA	NA	NA	Cytoplasm
TBPL1	NA	NA	NA	NA	NA	NA	Cytoplasm
TOM1L1	RBC	NA	NA	NA	NA	NA	Golgi apparatus
SLC4A4	NA	NA	NA	NA	NA	NA	Basolateral cell membrane
PDE1B	NA	NA	NA	NA	NA	NA	Cytoplasm
SLC7A7	NA	NA	NA	NA	NA	NA	Basolateral cell membrane
ELL3	NA	NA	NA	NA	NA	NA	Nucleus
RASAL3	NA	NA	NA	NA	NA	NA	Cytoplasm
SH3BP4	NA	NA	NA	NA	NA	NA	Membrane
ZFPM1	NA	NA	NA	NA	NA	NA	Nucleus
SEMA3F	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
ARMCX6	NA	NA	NA	NA	NA	NA	Mitochondrion
FAM118B	NA	NA	NA	NA	NA	NA	Nucleus
ORM2	RBC	Plasma	NA	NA	NA	pi	Secreted
ORM1	RBC	Plasma	NA	NA	NA	pi	Secreted
SFMBT1	NA	NA	NA	NA	NA	NA	Nucleus
KHDC1L	NA	NA	NA	NA	NA	NA	NA
THOC6	NA	NA	NA	NA	NA	NA	Nucleus
SORCS2	NA	NA	NA	NA	NA	NA	Cell membrane
CRHR2	NA	NA	NA	NA	NA	NA	Cell membrane
PTK2B	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
PDK3	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
PTS	RBC	NA	NA	NA	NA	NA	NA
CEP112	NA	NA	NA	NA	NA	NA	Cytoplasm
TRAPPC13	NA	NA	NA	NA	NA	NA	NA
CCN3	NA	NA	NA	NA	signalling	signalling	Secreted
NAA15	NA	NA	NA	NA	NA	NA	Cytoplasm
SYNPO2L	NA	NA	NA	NA	NA	NA	Cytoplasm
ITGA9	NA	NA	NA	NA	NA	NA	Membrane
NUDT6	NA	NA	NA	NA	NA	NA	Cytoplasm
GAA	NA	NA	NA	NA	NA	NA	Lysosome
PHRF1	NA	NA	NA	NA	NA	NA	NA
DISP3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
FRMPD1	NA	NA	NA	NA	NA	NA	Cytoplasm
ZSWIM8	NA	NA	NA	NA	NA	NA	Cytoplasm
PRKDC	NA	NA	NA	NA	NA	NA	Nucleus
SH3YL1	NA	NA	NA	NA	NA	NA	NA
TMEM252	NA	NA	NA	NA	NA	NA	Membrane
ARRDC4	NA	NA	NA	NA	NA	NA	Early endosome
TRIP4	NA	NA	NA	NA	NA	NA	Nucleus
OCSTAMP	NA	NA	NA	NA	NA	NA	Membrane
CRYGN	NA	NA	NA	NA	NA	NA	NA
TRPA1	NA	NA	NA	NA	NA	NA	Cell membrane
OSBPL9	NA	NA	NA	NA	NA	NA	Late endosome membrane
SEPTIN10	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
SLC17A6	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
TTC32	NA	NA	NA	NA	NA	NA	NA
TTC9	NA	NA	NA	NA	NA	NA	NA
KDM5C	NA	NA	NA	NA	NA	NA	Nucleus
RIDA	RBC	NA	NA	NA	NA	NA	Cytoplasm
EPO	NA	NA	Matrisome-associated	Secreted Factors	NA	NA	Secreted
PI15	NA	NA	NA	NA	NA	NA	Secreted
TOX4	NA	NA	NA	NA	NA	NA	Nucleus
RBM41	NA	NA	NA	NA	NA	NA	NA
HSPB3	NA	NA	NA	NA	NA	NA	Cytoplasm
KRT5	RBC	Plasma	NA	NA	NA	cytoskeletal	Cytoplasm
LIPN	NA	NA	NA	NA	NA	NA	Secreted
MYRIP	NA	NA	NA	NA	NA	NA	Cytoplasm
L3MBTL3	NA	NA	NA	NA	NA	NA	Nucleus
ENO4	NA	NA	NA	NA	NA	NA	NA
TTC26	NA	NA	NA	NA	NA	NA	Cell projection
L1TD1	NA	NA	NA	NA	NA	NA	NA
LRRIQ1	NA	NA	NA	NA	NA	NA	NA
TRIP10	NA	NA	NA	NA	NA	NA	Cytoplasm
SDCBP	NA	NA	NA	NA	NA	NA	Cell junction
CCDC15	NA	NA	NA	NA	NA	NA	NA
ARMC6	RBC	NA	NA	NA	NA	NA	NA
ZFP36L2	NA	NA	NA	NA	NA	NA	Nucleus
ATAD5	NA	NA	NA	NA	NA	NA	Nucleus
RMND5B	NA	NA	NA	NA	NA	NA	Cytoplasm
TNFRSF11B	NA	NA	NA	NA	NA	NA	Secreted
TRIM72	NA	NA	NA	NA	NA	NA	Cell membrane
NFKB1	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Nuclear
ZDHHC14	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
EIF1AX	RBC	NA	NA	NA	NA	NA	NA
SVOPL	NA	NA	NA	NA	NA	NA	Membrane
HECTD2	NA	NA	NA	NA	NA	NA	NA
AIG1	NA	NA	NA	NA	NA	NA	Cell membrane
WDR59	NA	NA	NA	NA	NA	NA	Lysosome membrane
SGO1	NA	NA	NA	NA	NA	NA	Nucleus
UBE2Z	NA	NA	NA	NA	NA	NA	Cytoplasm
RRM1	NA	NA	NA	NA	NA	NA	Cytoplasm
PAIP2B	NA	NA	NA	NA	NA	NA	NA
ST3GAL2	NA	NA	NA	NA	NA	NA	Golgi apparatus
CRABP1	NA	NA	NA	NA	NA	NA	Cytoplasm
LNPK	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
SLC26A4	NA	NA	NA	NA	NA	NA	Membrane
ZNF646	NA	NA	NA	NA	NA	NA	NA
ADAM33	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
SPINK7	NA	NA	NA	NA	NA	NA	Secreted
ITGAM	NA	NA	NA	NA	NA	NA	Cell membrane
EIF4E	RBC	NA	NA	NA	NA	NA	Cytoplasm
CHRNA7	NA	NA	NA	NA	NA	NA	Cell junction
TASOR2	NA	NA	NA	NA	NA	NA	NA
PDE8A	NA	NA	NA	NA	NA	NA	NA
CACNG4	NA	NA	NA	NA	NA	NA	Cell membrane
INPP5B	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM270	NA	NA	NA	NA	NA	NA	Membrane
KANSL1L	NA	NA	NA	NA	NA	NA	NA
MDGA2	NA	NA	NA	NA	NA	NA	Cell membrane
NR3C1	NA	NA	NA	NA	NA	NA	Cytoplasm
TCF12	NA	NA	NA	NA	NA	NA	Nucleus
PNN	NA	NA	NA	NA	NA	NA	Nucleus speckle
MAP7D2	NA	NA	NA	NA	NA	NA	NA
HILPDA	NA	NA	NA	NA	NA	NA	Lipid droplet
SYMPK	NA	NA	NA	NA	NA	NA	Cytoplasm
TCAP	NA	NA	NA	NA	NA	NA	Cytoplasm
PIGK	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
GUCA1A	NA	NA	NA	NA	NA	NA	Membrane
SURF2	NA	NA	NA	NA	NA	NA	NA
WASHC2A	NA	NA	NA	NA	NA	NA	Early endosome membrane
MROH2B	NA	NA	NA	NA	NA	NA	Cytoplasm
SRC	RBC	NA	NA	NA	NA	NA	Cell membrane
TEX12	NA	NA	NA	NA	NA	NA	Chromosome
LY6G5C	NA	NA	NA	NA	NA	NA	Secreted
CYBA	NA	NA	NA	NA	NA	NA	Cell membrane
CCDC189	NA	NA	NA	NA	NA	NA	NA
SIX2	NA	NA	NA	NA	NA	NA	Nucleus
KCNQ3	NA	NA	NA	NA	NA	NA	Cell membrane
RAC1	RBC	NA	NA	NA	NA	NA	Cell membrane
PTGER1	NA	NA	NA	NA	NA	NA	Cell membrane
GGT5	NA	NA	NA	NA	Protease	NA	Membrane
ZEB1	NA	NA	NA	NA	NA	NA	Nucleus
SUV39H1	NA	NA	NA	NA	NA	NA	Nucleus Nucleus lamina
CMTM8	NA	NA	NA	NA	NA	NA	Membrane
CEL	NA	NA	NA	NA	NA	NA	Secreted
ST6GALNAC3	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
SERPINH1	NA	NA	Matrisome-associated	ECM Regulators	Protease Inhibitor	NA	Endoplasmic reticulum lumen
SPICE1	NA	NA	NA	NA	NA	NA	Cytoplasm
AMTN	NA	NA	NA	NA	NA	NA	Secreted
TMEM259	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
EMX1	NA	NA	NA	NA	NA	NA	Nucleus
TUBB4B	RBC	Plasma	NA	NA	NA	cytoskeletal	Cytoplasm
TCF21	NA	NA	NA	NA	NA	NA	Nucleus
NDN	NA	NA	NA	NA	NA	NA	Cytoplasm
TNF	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
ILDR1	NA	NA	NA	NA	NA	NA	Cell membrane
ANXA3	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	NA
FASTKD5	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
GSX1	NA	NA	NA	NA	NA	NA	Nucleus
SDR42E1	NA	NA	NA	NA	NA	NA	Membrane
FTO	NA	NA	NA	NA	NA	NA	Nucleus
KLK2	NA	NA	NA	NA	NA	NA	NA
KLK1	NA	NA	NA	NA	NA	NA	NA
APBA3	NA	NA	NA	NA	NA	NA	Cytoplasm
PSKH1	NA	NA	NA	NA	NA	NA	Golgi apparatus
BRCC3	RBC	NA	NA	NA	Protease	NA	Nucleus
DCN	NA	NA	Core matrisome	Proteoglycans	Structural ECM	NA	Secreted
BRMS1	NA	NA	NA	NA	NA	NA	Nucleus
NTRK3	NA	NA	NA	NA	NA	NA	Membrane
NDUFS4	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
GPLD1	RBC	Plasma	NA	NA	NA	lipid metabolism	Secreted Note=Associated with the High-Density Lipoproteins (HDL)
MTMR1	NA	NA	NA	NA	NA	NA	Cell membrane
FASTKD2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
VCPKMT	NA	NA	NA	NA	NA	NA	Cytoplasm
UBE2N	RBC	NA	NA	NA	NA	NA	Nucleus
ATP6V1B1	NA	NA	NA	NA	NA	NA	Apical cell membrane
ST3GAL4	NA	NA	NA	NA	NA	NA	Golgi apparatus
TMEM30A	RBC	NA	NA	NA	NA	NA	Membrane
YJU2	NA	NA	NA	NA	NA	NA	Nucleus
LY75-CD302	NA	NA	NA	NA	NA	NA	Membrane
LY75	NA	NA	NA	NA	NA	NA	Membrane
NOB1	NA	NA	NA	NA	NA	NA	Nucleus
TM7SF3	NA	NA	NA	NA	NA	NA	Cell membrane
WRN	NA	NA	NA	NA	NA	NA	Nucleus
HLA-E	NA	NA	NA	NA	NA	NA	Membrane
SLC22A3	NA	NA	NA	NA	NA	NA	Membrane
CD200R1	NA	NA	NA	NA	NA	NA	Membrane
GGACT	NA	NA	NA	NA	NA	NA	NA
OR2C1	NA	NA	NA	NA	NA	NA	Cell membrane
TAAR8	NA	NA	NA	NA	NA	NA	Cell membrane
BTG1	NA	NA	NA	NA	NA	NA	NA
BARHL2	NA	NA	NA	NA	NA	NA	Nucleus
RIMS3	NA	NA	NA	NA	NA	NA	Cell junction
COTL1	RBC	NA	NA	NA	NA	NA	Cytoplasm
CEND1	NA	NA	NA	NA	NA	NA	Membrane
TEX43	NA	NA	NA	NA	NA	NA	NA
RMDN3	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
SPATA6	NA	NA	NA	NA	NA	NA	Secreted
TRAF2	NA	NA	NA	NA	NA	NA	Cytoplasm
MFAP1	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Nucleus
UBR5	NA	NA	NA	NA	NA	NA	Nucleus
PCDH18	NA	NA	NA	NA	NA	NA	Cell membrane
TNNT3	NA	NA	NA	NA	NA	NA	NA
SUMF2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
MCM6	NA	NA	NA	NA	NA	NA	Nucleus
WEE2	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=Localizes mainly in the nucleus Exported from the nucleus to the cytoplasm before germinal vesicle breakdown (GVBD)
PITX3	NA	NA	NA	NA	NA	NA	Nucleus
BHMT2	NA	NA	NA	NA	NA	NA	NA
RUFY2	NA	NA	NA	NA	NA	NA	Nucleus
KCNC2	NA	NA	NA	NA	NA	NA	Cell membrane
HMGB2	NA	NA	NA	NA	NA	NA	Nucleus
UGDH	NA	NA	NA	NA	NA	NA	NA
GJB6	NA	NA	NA	NA	NA	NA	Cell membrane
WDR25	NA	NA	NA	NA	NA	NA	NA
RTEL1	NA	NA	NA	NA	NA	NA	Nucleus
ADAMTS2	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
SPIC	NA	NA	NA	NA	NA	NA	Nucleus
SPDL1	NA	NA	NA	NA	NA	NA	Cytoplasm
WFIKKN2	NA	NA	Matrisome-associated	Secreted Factors	NA	NA	Secreted
BCL7A	NA	NA	NA	NA	NA	NA	NA
PIN1	RBC	NA	NA	NA	NA	NA	Nucleus
SLITRK5	NA	NA	NA	NA	NA	NA	Membrane
SHANK3	NA	NA	NA	NA	NA	NA	Cytoplasm Cell junction
FOSL1	NA	NA	NA	NA	NA	NA	Nucleus
PEX10	NA	NA	NA	NA	NA	NA	Peroxisome membrane
FBXL3	NA	NA	NA	NA	NA	NA	Nucleus
AP1S3	NA	NA	NA	NA	NA	NA	Golgi apparatus Cytoplasmic vesicle membrane
CTNNBIP1	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
PRAMEF18	NA	NA	NA	NA	NA	NA	NA
PRAMEF2	NA	NA	NA	NA	NA	NA	NA
PRAMEF4	NA	NA	NA	NA	NA	NA	NA
PRAMEF13	NA	NA	NA	NA	NA	NA	NA
PRAMEF10	NA	NA	NA	NA	NA	NA	NA
PRAMEF11	NA	NA	NA	NA	NA	NA	NA
PRAMEF1	NA	NA	NA	NA	NA	NA	NA
PRAMEF6	NA	NA	NA	NA	NA	NA	NA
PRAMEF5	NA	NA	NA	NA	NA	NA	NA
PRAMEF33	NA	NA	NA	NA	NA	NA	NA
PRAMEF7	NA	NA	NA	NA	NA	NA	NA
PRAMEF8	NA	NA	NA	NA	NA	NA	NA
RNF148	NA	NA	NA	NA	NA	NA	Membrane
EFHB	NA	NA	NA	NA	NA	NA	Cytoplasm
NIT2	RBC	NA	NA	NA	NA	NA	Cytoplasm
SLC35E3	NA	NA	NA	NA	NA	NA	Membrane
SLA	NA	NA	NA	NA	NA	NA	Cytoplasm
OSBPL6	NA	NA	NA	NA	NA	NA	Nucleus envelope
SPEN	NA	NA	NA	NA	NA	NA	Nucleus
PSMB8	RBC	Plasma	NA	NA	Protease	NA	Cytoplasm
GZMB	NA	NA	NA	NA	Protease	NA	Secreted
LATS2	NA	NA	NA	NA	NA	NA	Cytoplasm
TTLL10	NA	NA	NA	NA	NA	NA	Cytoplasm
SSNA1	NA	NA	NA	NA	NA	NA	Nucleus
FAM3D	NA	NA	NA	NA	NA	NA	Secreted
SYNM	NA	NA	NA	NA	NA	NA	Cytoplasm
ANXA13	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Apical cell membrane
AKT1	NA	NA	NA	NA	NA	NA	Cytoplasm
CAPSL	NA	NA	NA	NA	NA	NA	Cytoplasm
MICB	NA	NA	NA	NA	NA	NA	Cell membrane
MLLT10	NA	NA	NA	NA	NA	NA	Nucleus
SAP30L	NA	NA	NA	NA	NA	NA	Nucleus
RIPK1	NA	NA	NA	NA	NA	NA	Cytoplasm
CARD14	NA	NA	NA	NA	NA	NA	Cytoplasm
PCLAF	NA	NA	NA	NA	NA	NA	Nucleus
TPI1	RBC	Plasma	NA	NA	NA	enzyme	Cytoplasm
CACNA1B	NA	NA	NA	NA	NA	NA	Membrane
FGFBP1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
TBC1D24	RBC	NA	NA	NA	NA	NA	Cell membrane
VSNL1	NA	NA	NA	NA	NA	NA	NA
DAGLA	NA	NA	NA	NA	NA	NA	Cell membrane
PFKP	RBC	NA	NA	NA	NA	NA	Cytoplasm
ANKS4B	NA	NA	NA	NA	NA	NA	Cell projection
GPR176	NA	NA	NA	NA	NA	NA	Cell membrane
ECSCR	NA	NA	NA	NA	NA	NA	Cell membrane
SYCN	NA	NA	NA	NA	NA	NA	Zymogen granule membrane
ABHD16A	NA	NA	NA	NA	NA	NA	Membrane
RNF224	NA	NA	NA	NA	NA	NA	NA
B4GALT7	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus
SLC5A8	NA	NA	NA	NA	NA	NA	Membrane
NEK5	NA	NA	NA	NA	NA	NA	NA
BARX2	NA	NA	NA	NA	NA	NA	Nucleus
VPS36	NA	NA	NA	NA	NA	NA	Cytoplasm
PNPLA1	NA	NA	NA	NA	NA	NA	Cytoplasm
FRK	NA	NA	NA	NA	NA	NA	Cytoplasm
MSI1	NA	NA	NA	NA	NA	NA	Cytoplasm
USP34	NA	NA	NA	NA	Protease	NA	NA
MUCL3	NA	NA	NA	NA	NA	NA	Cell membrane
USP24	NA	NA	NA	NA	Protease	NA	NA
MCFD2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum-Golgi intermediate compartment
HS6ST3	NA	NA	NA	NA	NA	NA	Membrane
CDC40	NA	NA	NA	NA	NA	NA	Nucleus
CDC26	NA	NA	NA	NA	NA	NA	Nucleus
CALCA	NA	NA	NA	NA	NA	NA	Secreted
DRC1	NA	NA	NA	NA	NA	NA	Cytoplasm
NT5DC3	NA	NA	NA	NA	NA	NA	NA
ZBTB45	NA	NA	NA	NA	NA	NA	Nucleus
CAPN11	NA	NA	NA	NA	Protease	NA	Cytoplasmic vesicle
DNAJB14	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
EMC8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PNO1	NA	NA	NA	NA	NA	NA	Nucleus
LAP3	RBC	Plasma	NA	NA	Protease	enzyme	Cytoplasm
CD79A	NA	NA	NA	NA	NA	NA	Cell membrane
OPALIN	NA	NA	NA	NA	NA	NA	Cell membrane
SURF6	NA	NA	NA	NA	NA	NA	Nucleus
ST7	NA	NA	NA	NA	NA	NA	Membrane
PRPF8	NA	NA	NA	NA	NA	NA	Nucleus
MTHFD2L	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
LIFR	RBC	Plasma	NA	NA	NA	plasma	Cell membrane
CABP5	NA	NA	NA	NA	NA	NA	Cytoplasm
MS4A15	NA	NA	NA	NA	NA	NA	Membrane
PRRG3	NA	NA	NA	NA	NA	NA	Membrane
PATE3	NA	NA	NA	NA	NA	NA	Secreted
TALDO1	RBC	NA	NA	NA	NA	NA	Cytoplasm
TBRG1	NA	NA	NA	NA	NA	NA	Nucleus
DDX51	NA	NA	NA	NA	NA	NA	Nucleus
CLDND1	NA	NA	NA	NA	NA	NA	Membrane
SDR39U1	NA	NA	NA	NA	NA	NA	NA
CALM3	NA	NA	NA	NA	NA	NA	Cytoplasm
TUSC1	RBC	NA	NA	NA	NA	NA	NA
DIPK1B	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CTDSPL	NA	NA	NA	NA	NA	NA	Nucleus
P2RY1	NA	NA	NA	NA	NA	NA	Cell membrane
PDP1	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
B4GALT1	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus
PNMA5	NA	NA	NA	NA	NA	NA	NA
ZBTB3	NA	NA	NA	NA	NA	NA	Nucleus
CHCHD4	NA	NA	NA	NA	NA	NA	Mitochondrion intermembrane space
UBQLNL	NA	NA	NA	NA	NA	NA	NA
MRGPRX4	NA	NA	NA	NA	NA	NA	Cell membrane
BTBD6	NA	NA	NA	NA	NA	NA	Cytoplasm
ITGBL1	NA	NA	NA	NA	NA	NA	Secreted
FBXO16	NA	NA	NA	NA	NA	NA	NA
VRK1	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Cytoplasm
PPM1L	NA	NA	NA	NA	NA	NA	Membrane
SLC43A1	RBC	NA	NA	NA	NA	NA	Membrane
ERICH6	NA	NA	NA	NA	NA	NA	NA
TMEM256-PLSCR3	NA	NA	NA	NA	NA	NA	Membrane
TMEM256	NA	NA	NA	NA	NA	NA	Membrane
DTX3	NA	NA	NA	NA	NA	NA	Cytoplasm
ETNK1	NA	NA	NA	NA	NA	NA	Cytoplasm
PPEF1	NA	NA	NA	NA	NA	NA	NA
RPS16	RBC	NA	NA	NA	NA	NA	Cytoplasm
KRTAP5-2	NA	NA	NA	NA	NA	NA	NA
KRTAP5-5	NA	NA	NA	NA	NA	NA	NA
POMT2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
FAM166B	NA	NA	NA	NA	NA	NA	NA
DPP7	NA	NA	NA	NA	Protease	NA	Lysosome
UQCRFS1	NA	NA	NA	NA	NA	mito	Mitochondrion inner membrane
NOL10	NA	NA	NA	NA	NA	NA	Nucleus
NCALD	NA	NA	NA	NA	NA	NA	NA
NUTF2	RBC	NA	NA	NA	NA	NA	Cytoplasm
CDK4	NA	NA	NA	NA	NA	NA	Cytoplasm
BCAT2	NA	NA	NA	NA	NA	NA	Mitochondrion
MGARP	NA	NA	NA	NA	NA	NA	Mitochondrion
DNAAF2	NA	NA	NA	NA	NA	NA	Cytoplasm
SNRPN	NA	NA	NA	NA	NA	NA	Nucleus
TMEM63B	NA	NA	NA	NA	NA	NA	Cell membrane
GPR152	NA	NA	NA	NA	NA	NA	Cell membrane
RNF166	NA	NA	NA	NA	NA	NA	Cytoplasm
CDCA8	NA	NA	NA	NA	NA	NA	Nucleus
COLEC11	NA	Plasma	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Secreted
NHLRC2	RBC	NA	NA	NA	NA	NA	Cytoplasm
CAV2	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Golgi apparatus membrane
WDFY1	NA	NA	NA	NA	NA	NA	Early endosome
ZFAT	NA	NA	NA	NA	NA	NA	Nucleus
NECTIN3	NA	NA	NA	NA	NA	NA	Cell membrane
PRKG1	NA	NA	NA	NA	NA	NA	Cytoplasm
TFB1M	NA	NA	NA	NA	NA	NA	Mitochondrion
YWHAQ	RBC	NA	NA	NA	NA	NA	Cytoplasm
ERG28	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
NMB	NA	NA	NA	NA	NA	NA	Secreted
ATG3	RBC	NA	NA	NA	NA	NA	Cytoplasm
SHOC1	NA	NA	NA	NA	NA	NA	Chromosome
CD300LF	NA	NA	NA	NA	NA	NA	Cell membrane
CATSPER2	NA	NA	NA	NA	NA	NA	Cell projection
ACIN1	NA	NA	NA	NA	NA	NA	Nucleus
LCMT2	NA	NA	NA	NA	NA	NA	NA
NXF1	NA	NA	NA	NA	NA	NA	Nucleus
IFNB1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
PMPCA	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
GTPBP2	NA	NA	NA	NA	NA	NA	NA
SNAP25	NA	NA	NA	NA	NA	NA	Cytoplasm
SAAL1	NA	NA	NA	NA	NA	NA	Nucleus
AGPAT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PUSL1	NA	NA	NA	NA	NA	NA	NA
ZFHX2	NA	NA	NA	NA	NA	NA	Nucleus
CD248	NA	NA	NA	NA	NA	NA	Membrane
TSGA10	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM100	NA	NA	NA	NA	NA	NA	Cell membrane
STARD8	NA	NA	NA	NA	NA	NA	Cell junction
SPTBN1	RBC	NA	NA	NA	NA	NA	Cytoplasm
TFEC	NA	NA	NA	NA	NA	NA	Nucleus
SLC35F6	NA	NA	NA	NA	NA	NA	Mitochondrion
RAC3	NA	NA	NA	NA	NA	NA	Cytoplasm
CNTNAP2	NA	NA	NA	NA	NA	NA	Membrane
ZIC1	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Localizes in the cytoplasm in presence of MDFIC overexpression
AARSD1	NA	NA	NA	NA	NA	NA	Cytoplasm
PTGES3L-AARSD1	NA	NA	NA	NA	NA	NA	Cytoplasm
ORC6	NA	NA	NA	NA	NA	NA	Nucleus
ACTB	RBC	Plasma	NA	NA	NA	cytoskeletal	Cytoplasm
MAPKAPK5	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=Translocates to the cytoplasm following phosphorylation and activation Interaction with ERK3/MAPK6 or ERK4/MAPK4 and phosphorylation at Thr-182
CASP14	NA	NA	NA	NA	Protease	p	Cytoplasm
PSMD12	RBC	NA	NA	NA	NA	NA	Cytoplasm
NNT	RBC	NA	NA	NA	NA	NA	Mitochondrion inner membrane
DLX3	NA	NA	NA	NA	NA	NA	Nucleus
FAM170B	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
WDTC1	NA	NA	NA	NA	NA	NA	NA
NUP35	NA	NA	NA	NA	NA	NA	Nucleus
RNASE3	NA	NA	NA	NA	NA	NA	Cytoplasmic granule
ICE2	NA	NA	NA	NA	NA	NA	Nucleus
ZBTB8B	NA	NA	NA	NA	NA	NA	Nucleus
IFNGR1	NA	NA	NA	NA	NA	NA	Cell membrane
ANAPC1	NA	NA	NA	NA	NA	NA	NA
FUOM	NA	NA	NA	NA	NA	NA	NA
CBX4	NA	NA	NA	NA	NA	NA	Nucleus
SPACA9	NA	NA	NA	NA	NA	NA	Cytoplasm
CAPN3	NA	NA	NA	NA	Protease	NA	Cytoplasm
PHKA2	NA	NA	NA	NA	NA	NA	Cell membrane
HSD3B7	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ERCC5	NA	NA	NA	NA	NA	NA	Cytoplasm
HOXB4	NA	NA	NA	NA	NA	NA	Nucleus
LAGE3	NA	NA	NA	NA	NA	NA	Cytoplasm
TRIM24	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Detected in the cytoplasm of the zygote Translocates into the pronucleus at the time of genome activation Colocalizes with sites of active transcription
BICD1	NA	NA	NA	NA	NA	NA	Golgi apparatus
KREMEN2	NA	NA	NA	NA	NA	NA	Membrane
PAK4	NA	NA	NA	NA	NA	NA	Cytoplasm
SGMS1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
TCF7	NA	NA	NA	NA	NA	NA	Nucleus
WIPI1	NA	NA	NA	NA	NA	NA	Golgi apparatus
PKP3	NA	NA	NA	NA	NA	NA	Nucleus Cell junction
ARMCX1	NA	NA	NA	NA	NA	NA	Mitochondrion
PLCB3	NA	NA	NA	NA	NA	NA	Cytoplasm
CTBP1	NA	NA	NA	NA	NA	NA	Cytoplasm
C9	RBC	Plasma	NA	NA	NA	comp	Secreted
CDC37	RBC	NA	NA	NA	NA	NA	Cytoplasm
TUFM	RBC	NA	NA	NA	NA	NA	Mitochondrion
ZNRF4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ZMAT4	NA	NA	NA	NA	NA	NA	Nucleus
