Gene_Symbol	Protein_length	Division	Category	Secretome
RPL28	137	Cytoplasm	Ribosome 60s	Non-secretome
RPL29	159	Cytoplasm	Ribosome 60s	Non-secretome
RPL3	403	Nucleus	Ribosome 60s	Non-secretome
RPL30	115	Cytoplasm	Ribosome 60s	Non-secretome
RPL31	125	Cytoplasm	Ribosome 60s	Non-secretome
RPL32	135	Cytoplasm	Ribosome 60s	Non-secretome
RPL34	117	Cytoplasm	Ribosome 60s	Non-secretome
RPL35	123	Cytoplasm	Ribosome 60s	Non-secretome
RPL35A	110	Cytoplasm	Ribosome 60s	Non-secretome
RPL36	105	Ribosome	Ribosome 60s	Non-secretome
RPL36A	106	Cytoplasm	Ribosome 60s	Non-secretome
RPL36AL	106	Ribosome	Ribosome 60s	Non-secretome
RPL37	97	Cytoplasm	Ribosome 60s	Non-secretome
RPL37A	92	Cytoplasm	Ribosome 60s	Non-secretome
RPL38	70	Cytoplasm	Ribosome 60s	Non-secretome
RPL4	427	Cytoplasm	Ribosome 60s	Non-secretome
RPL5	297	Ribosome	Ribosome 60s	Non-secretome
RPL6	288	Cytoplasm	Ribosome 60s	Non-secretome
RPL7	248	Cytoplasm	Ribosome 60s	Non-secretome
RPL7A	266	Ribosome	Ribosome 60s	Non-secretome
RPL8	257	Cytoplasm	Ribosome 60s	Non-secretome
RPL9	192	Ribosome	Ribosome 60s	Non-secretome
RPLP0	317	Ribosome	Ribosome 60s	Non-secretome
RPLP1	114	Cytoplasm	Ribosome 60s	Non-secretome
RPLP2	115	Ribosome	Ribosome 60s	Intracellular and membrane
SBDS	250	Cytoplasm	Ribosome 60s	Non-secretome
SHKBP1	707	Lysosome	Ribosome 60s	Non-secretome
SND1	910	Cytoplasm	Ribosome 60s	Non-secretome
UVRAG	699	Endosome	Ribosome 60s	Non-secretome
VAC14	782	Endosome	Ribosome 60s	Non-secretome
ECM29	0	Ribosome	Ribosome 40s_unknown	Non-secretome
RQCD1	0	Ribosome	Ribosome 40s_unknown	Non-secretome
CNOT4	575	Cytoplasm	Ribosome 40s_unknown	Non-secretome
CNOT8	292	Cytoplasm	Ribosome 40s_unknown	Non-secretome
HELZ2	2649	Nucleus	Ribosome 40s_unknown	Non-secretome
KIAA0430	0	Ribosome	Ribosome 40s_unknown	Non-secretome
KIF15	1388	Cytoplasm	Ribosome 40s_unknown	Non-secretome
SACS	4579	Cytoplasm	Ribosome 40s_unknown	Non-secretome
SCYL2	929	Cytoplasmic vesicle	Ribosome 40s_unknown	Non-secretome
TUBG1	451	Cytoplasm	Ribosome 40s_unknown	Non-secretome
TUBGCP3	907	Cytoplasm	Ribosome 40s_unknown	Non-secretome
TUBGCP6	1819	Cytoplasm	Ribosome 40s_unknown	Non-secretome
TYMS	313	Nucleus	Ribosome 40s_unknown	Non-secretome
ZAK	0	Ribosome	Ribosome 40s	Non-secretome
CNOT1	2376	Cytoplasm	Ribosome 40s	Non-secretome
CNOT11	510	Cytoplasm	Ribosome 40s	Non-secretome
CNOT2	540	Cytoplasm	Ribosome 40s	Non-secretome
CNOT3	753	Nucleus	Ribosome 40s	Non-secretome
DHX29	1369	Cytoplasm	Ribosome 40s	Intracellular and membrane
EIF2A	585	Other	Ribosome 40s	Non-secretome
EIF4E2	245	Cytoplasm	Ribosome 40s	Non-secretome
FXR2	673	Cytoplasm	Ribosome 40s	Non-secretome
GIGYF2	1299	Cytoplasm	Ribosome 40s	Non-secretome
GKAP1	366	Golgi apparatus	Ribosome 40s	Non-secretome
MAGEB2	319	Cytoplasm	Ribosome 40s	Non-secretome
PYM1	204	Cytoplasm	Ribosome 40s	Non-secretome
RACK1	317	Cell membrane	Ribosome 40s	Non-secretome
RPS10	165	Ribosome	Ribosome 40s	Non-secretome
RPS11	158	Cytoplasm	Ribosome 40s	Non-secretome
RPS12	132	Ribosome	Ribosome 40s	Non-secretome
RPS13	151	Cytoplasm	Ribosome 40s	Non-secretome
RPS14	151	Cytoplasm	Ribosome 40s	Non-secretome
RPS15	145	Cytoplasm	Ribosome 40s	Non-secretome
RPS15A	130	Ribosome	Ribosome 40s	Non-secretome
RPS16	146	Cytoplasm	Ribosome 40s	Non-secretome
RPS17	135	Ribosome	Ribosome 40s	Non-secretome
RPS18	152	Ribosome	Ribosome 40s	Non-secretome
RPS19	145	Cytoplasm	Ribosome 40s	Non-secretome
RPS2	293	Cytoplasm	Ribosome 40s	Non-secretome
RPS20	119	Cytoplasm	Ribosome 40s	Non-secretome
RPS21	83	Cytoplasm	Ribosome 40s	Non-secretome
RPS23	143	Cytoplasm	Ribosome 40s	Non-secretome
RPS25	125	Cytoplasm	Ribosome 40s	Non-secretome
RPS26	115	Cytoplasm	Ribosome 40s	Non-secretome
RPS27	84	Cytoplasm	Ribosome 40s	Non-secretome
RPS28	69	Cytoplasm	Ribosome 40s	Non-secretome
RPS29	56	Cytoplasm	Ribosome 40s	Non-secretome
RPS3	243	Cytoplasm	Ribosome 40s	Non-secretome
RPS3A	264	Ribosome	Ribosome 40s	Non-secretome
RPS4X	263	Cytoplasm	Ribosome 40s	Non-secretome
RPS5	204	Cytoplasm	Ribosome 40s	Non-secretome
RPS6	249	Cytoplasm	Ribosome 40s	Non-secretome
RPS7	194	Cytoplasm	Ribosome 40s	Non-secretome
RPS8	208	Cytoplasm	Ribosome 40s	Non-secretome
RPS9	194	Cytoplasm	Ribosome 40s	Non-secretome
RPSA	295	Cytoplasm	Ribosome 40s	Non-secretome
SCAPER	1400	Ribosome	Ribosome 40s	Non-secretome
SERBP1	408	Cytoplasm	Ribosome 40s	Non-secretome
TTC37	1564	Ribosome	Ribosome 40s	Non-secretome
UNK	810	Cytoplasm	Ribosome 40s	Non-secretome
ZC3H7A	971	Ribosome	Ribosome 40s	Non-secretome
ADAM1A	0	Unknown	Retired	Non-secretome
ADAM21P1	0	Unknown	Retired	Non-secretome
ADAM3A	0	Unknown	Retired	Non-secretome
ADAM3B	0	Unknown	Retired	Non-secretome
ADAM5	412	Unknown	Retired	Non-secretome
ADAM6	0	Unknown	Retired	Non-secretome
ANXA2P2	339	Unknown	Retired	Non-secretome
ANXA8L2	0	Unknown	Retired	Non-secretome
BPIFA4P	179	Unknown	Retired	Non-secretome
C17orf101	0	Unknown	Retired	Non-secretome
COL6A4P1	0	Unknown	Retired	Non-secretome
COL6A4P2	0	Unknown	Retired	Non-secretome
CST9L2	0	Unknown	Retired	Non-secretome
CTF2P	0	Unknown	Retired	Non-secretome
CTSL3P	218	Unknown	Retired	Non-secretome
CTSLP3	0	Unknown	Retired	Non-secretome
CTSLP6	0	Unknown	Retired	Non-secretome
CTSLP7	0	Unknown	Retired	Non-secretome
DMBT1P1	0	Unknown	Retired	Non-secretome
EGFEM1P	195	Unknown	Retired	Non-secretome
FGF7P2	0	Unknown	Retired	Non-secretome
gene_A6NLB4	0	Unknown	Retired	Non-secretome
HYALP1	0	Unknown	Retired	Non-secretome
KGFLP1	0	Unknown	Retired	Non-secretome
KGFLP2	0	Unknown	Retired	Non-secretome
LOC400696	0	Unknown	Retired	Non-secretome
LOC728715	0	Unknown	Retired	Non-secretome
LPAL2	132	Unknown	Retired	Non-secretome
MBL1P	0	Unknown	Retired	Non-secretome
MST1P2	0	Unknown	Retired	Non-secretome
NCRNA00083	0	Unknown	Retired	Non-secretome
NEPNP	0	Unknown	Retired	Non-secretome
NTF6B	0	Unknown	Retired	Non-secretome
OVOS1	1185	Unknown	Retired	Non-secretome
OVOS2	1432	Unknown	Retired	Non-secretome
PPBPP1	0	Unknown	Retired	Non-secretome
PRSS3P1	0	Unknown	Retired	Non-secretome
SERPINA13P	307	Unknown	Retired	Non-secretome
TNFSF12-TNFSF13	0	Unknown	Retired	Intracellular and membrane
TNXA	311	Unknown	Retired	Non-secretome
UNQ5830	0	Unknown	Retired	Non-secretome
ABHD17C	329	Endosome	Recycling endosome membrane	Non-secretome
PLEKHB2	222	Endosome	Recycling endosome membrane	Non-secretome
RAB17	212	Endosome	Recycling endosome membrane	Non-secretome
RAP2A	183	Other	Recycling endosome membrane	Non-secretome
SLC26A7	656	Membrane	Recycling endosome membrane	Non-secretome
RELCH	1216	Endosome	Recycling endosome	Non-secretome
FAM175B	0	Proteasome	Proteasome_unknown	Non-secretome
HN1L	0	Proteasome	Proteasome_unknown	Non-secretome
IKBKAP	0	Proteasome	Proteasome_unknown	Non-secretome
PYCRL	0	Proteasome	Proteasome_unknown	Non-secretome
ADO	270	Cytoplasm	Proteasome_unknown	Non-secretome
ANKRD28	1053	Nucleus	Proteasome_unknown	Non-secretome
ARF4	180	Golgi apparatus	Proteasome_unknown	Non-secretome
CAPZA1	286	Cytoplasm	Proteasome_unknown	Non-secretome
COPG2	871	Cytoplasm	Proteasome_unknown	Non-secretome
CSNK2B	215	Proteasome	Proteasome_unknown	Non-secretome
DIS3L2	885	Cytoplasm	Proteasome_unknown	Non-secretome
HSBP1	76	Nucleus	Proteasome_unknown	Non-secretome
MAPK1	360	Cytoplasm	Proteasome_unknown	Non-secretome
MAPK8	427	Cytoplasm	Proteasome_unknown	Non-secretome
PITHD1	211	Cytoplasm	Proteasome_unknown	Non-secretome
PRDX2	198	Cytoplasm	Proteasome_unknown	Non-secretome
REL	619	Nucleus	Proteasome_unknown	Non-secretome
SULT1A1	295	Proteasome	Proteasome_unknown	Non-secretome
TBCE	527	Cytoplasm	Proteasome_unknown	Non-secretome
TCAF1	921	Cell membrane	Proteasome_unknown	Non-secretome
TP53RK	253	Proteasome	Proteasome_unknown	Non-secretome
VPRBP	0	Proteasome	Proteasome_unknown	Non-secretome
ZFP36L1	338	Nucleus	Proteasome_unknown	Non-secretome
HARS	0	Proteasome	Proteasome	Non-secretome
CCDC6	474	Cytoplasm	Proteasome	Non-secretome
CCT3	545	Cytoplasm	Proteasome	Non-secretome
DCTN2	401	Cytoplasm	Proteasome	Non-secretome
DCTN3	186	Cytoplasm	Proteasome	Non-secretome
EIF4A1	406	Cytoplasm	Proteasome	Non-secretome
GPI	558	Proteasome	Proteasome	Blood
IMPDH2	514	Cytoplasm	Proteasome	Non-secretome
PAICS	425	Cytoplasm	Proteasome	Non-secretome
PAPOLA	745	Nucleus	Proteasome	Non-secretome
PSMA1	263	Cytoplasm	Proteasome	Non-secretome
PSMA2	234	Cytoplasm	Proteasome	Non-secretome
PSMA3	255	Cytoplasm	Proteasome	Non-secretome
PSMA4	261	Cytoplasm	Proteasome	Non-secretome
PSMA5	241	Cytoplasm	Proteasome	Non-secretome
PSMA6	246	Cytoplasm	Proteasome	Non-secretome
PSMA7	248	Cytoplasm	Proteasome	Non-secretome
PSMB1	241	Cytoplasm	Proteasome	Non-secretome
PSMB2	201	Cytoplasm	Proteasome	Non-secretome
PSMB3	205	Cytoplasm	Proteasome	Non-secretome
PSMB4	264	Cytoplasm	Proteasome	Non-secretome
PSMB5	263	Cytoplasm	Proteasome	Non-secretome
PSMB6	239	Cytoplasm	Proteasome	Non-secretome
PSMB7	277	Cytoplasm	Proteasome	Non-secretome
PSMB8	276	Cytoplasm	Proteasome	Non-secretome
PSMC1	440	Cytoplasm	Proteasome	Non-secretome
PSMC2	433	Cytoplasm	Proteasome	Non-secretome
PSMC3	439	Cytoplasm	Proteasome	Non-secretome
PSMC4	418	Cytoplasm	Proteasome	Non-secretome
PSMC5	406	Cytoplasm	Proteasome	Non-secretome
PSMC6	389	Cytoplasm	Proteasome	Non-secretome
PSMD1	953	Cytoplasm	Proteasome	Non-secretome
PSMD11	422	Cytoplasm	Proteasome	Non-secretome
PSMD12	456	Cytoplasm	Proteasome	Non-secretome
PSMD13	376	Cytoplasm	Proteasome	Non-secretome
PSMD14	310	Cytoplasm	Proteasome	Non-secretome
PSMD2	908	Cytoplasm	Proteasome	Non-secretome
PSMD3	534	Cytoplasm	Proteasome	Non-secretome
PSMD4	377	Cytoplasm	Proteasome	Non-secretome
PSMD6	389	Cytoplasm	Proteasome	Non-secretome
PSMD7	324	Cytoplasm	Proteasome	Non-secretome
PSMD8	350	Cytoplasm	Proteasome	Non-secretome
PSME4	1843	Cytoplasm	Proteasome	Non-secretome
SAMHD1	626	Nucleus	Proteasome	Non-secretome
TP53I3	332	Proteasome	Proteasome	Non-secretome
UBE2Q1	422	Nucleus	Proteasome	Non-secretome
UBR4	5183	Membrane	Proteasome	Non-secretome
XPO5	1204	Nucleus	Proteasome	Non-secretome
ZRANB2	330	Nucleus	Proteasome	Non-secretome
C16orf62	0	Plasma membrane	PM_unknown	Non-secretome
C18orf8	0	Plasma membrane	PM_unknown	Non-secretome
DSCR3	0	Plasma membrane	PM_unknown	Non-secretome
FAM21A	0	Plasma membrane	PM_unknown	Non-secretome
KIAA0196	0	Plasma membrane	PM_unknown	Non-secretome
KIAA1033	0	Plasma membrane	PM_unknown	Non-secretome
LRRC16A	0	Plasma membrane	PM_unknown	Non-secretome
ABCA2	2435	Endosome	PM_unknown	Non-secretome
ABCD4	606	Endoplasmic reticulum	PM_unknown	Non-secretome
AP1M1	423	Golgi apparatus	PM_unknown	Non-secretome
AP3M1	418	Golgi apparatus	PM_unknown	Non-secretome
ARHGAP12	846	Cytoplasm	PM_unknown	Non-secretome
ATP11C	1132	Cell membrane	PM_unknown	Non-secretome
ATP2A3	999	Endoplasmic reticulum	PM_unknown	Non-secretome
ATP6V1F	119	Cytoplasm	PM_unknown	Non-secretome
ATP9B	1147	Golgi apparatus	PM_unknown	Non-secretome
B4GALNT1	533	Golgi apparatus	PM_unknown	Intracellular and membrane
C1orf43	253	Plasma membrane	PM_unknown	Non-secretome
CACNB2	660	Cell membrane	PM_unknown	Non-secretome
CHMP1A	196	Cytoplasm	PM_unknown	Non-secretome
CLU	449	Secreted	PM_unknown	Blood
CRACR2A	731	Cytoplasm	PM_unknown	Non-secretome
ECE1	770	Cell membrane	PM_unknown	Non-secretome
EFNB3	340	Membrane	PM_unknown	Non-secretome
EHBP1L1	1523	Endosome	PM_unknown	Non-secretome
FAM171A2	826	Membrane	PM_unknown	Non-secretome
FAM21C	0	Plasma membrane	PM_unknown	Non-secretome
FAM65A	0	Plasma membrane	PM_unknown	Non-secretome
FAP	760	Secreted	PM_unknown	Blood
FOLH1	750	Cell membrane	PM_unknown	Non-secretome
HLA-F	346	Plasma membrane	PM_unknown	Non-secretome
ITM2C	267	Lysosome	PM_unknown	Non-secretome
KANK2	851	Cytoplasm	PM_unknown	Non-secretome
KCNN4	427	Cell membrane	PM_unknown	Non-secretome
KIAA0754	1291	Plasma membrane	PM_unknown	Non-secretome
LDLR	860	Cell membrane	PM_unknown	Non-secretome
LFNG	379	Golgi apparatus	PM_unknown	Intracellular and membrane
LLGL1	1064	Endosome	PM_unknown	Non-secretome
LRRN1	716	Membrane	PM_unknown	Non-secretome
M6PR	277	Lysosome	PM_unknown	Non-secretome
MCF2L	1137	Cytoplasm	PM_unknown	Intracellular and membrane
NAGPA	515	Golgi apparatus	PM_unknown	Non-secretome
NCK2	380	Cytoplasm	PM_unknown	Non-secretome
NEDD4L	975	Cytoplasm	PM_unknown	Intracellular and membrane
PALD1	856	Cytoplasm	PM_unknown	Non-secretome
PARVG	331	Cell junction	PM_unknown	Non-secretome
PCDHB10	800	Cell membrane	PM_unknown	Non-secretome
PDCD10	212	Cytoplasm	PM_unknown	Non-secretome
PHACTR2	634	Plasma membrane	PM_unknown	Non-secretome
PLD1	1074	Cytoplasm	PM_unknown	Non-secretome
PRKAR2A	404	Cytoplasm	PM_unknown	Non-secretome
RAB10	200	Cytoplasmic vesicle	PM_unknown	Non-secretome
RAB18	206	Membrane	PM_unknown	Non-secretome
RAB21	225	Endoplasmic reticulum	PM_unknown	Non-secretome
RAB27A	221	Membrane	PM_unknown	Non-secretome
RAB2A	212	Endoplasmic reticulum	PM_unknown	Non-secretome
RAB2B	216	Cell membrane	PM_unknown	Non-secretome
RAB34	198	Cytoplasm	PM_unknown	Non-secretome
RAB39B	213	Cell membrane	PM_unknown	Non-secretome
RAB4A	218	Membrane	PM_unknown	Non-secretome
RAB4B	213	Cell membrane	PM_unknown	Non-secretome
RHOC	193	Cell membrane	PM_unknown	Non-secretome
ROCK1	1354	Cytoplasm	PM_unknown	Non-secretome
SH3PXD2A	1133	Cytoplasm	PM_unknown	Non-secretome
SLC7A1	629	Cell membrane	PM_unknown	Non-secretome
SNTA1	505	Cell membrane	PM_unknown	Non-secretome
SNX13	968	Endosome	PM_unknown	Non-secretome
SNX3	162	Endosome	PM_unknown	Non-secretome
SORL1	2214	Golgi apparatus	PM_unknown	Blood
STRA6	667	Cell membrane	PM_unknown	Non-secretome
TBC1D10B	808	Cytoplasm	PM_unknown	Non-secretome
TMCC1	653	Endoplasmic reticulum	PM_unknown	Non-secretome
TMEM9B	198	Lysosome	PM_unknown	Non-secretome
TNFRSF11B	401	Secreted	PM_unknown	Secreted-other tissues
TNS2	1409	Cell junction	PM_unknown	Non-secretome
TRAPPC10	1259	Golgi apparatus	PM_unknown	Non-secretome
USP19	1318	Endoplasmic reticulum	PM_unknown	Non-secretome
USP6NL	828	Golgi apparatus	PM_unknown	Non-secretome
VAMP2	116	Cytoplasmic vesicle	PM_unknown	Non-secretome
VAMP3	100	Membrane	PM_unknown	Non-secretome
VAT1	393	Cytoplasm	PM_unknown	Non-secretome
VPS16	839	Endosome	PM_unknown	Non-secretome
VPS18	973	Endosome	PM_unknown	Non-secretome
VPS26B	336	Cytoplasm	PM_unknown	Non-secretome
WDFY1	410	Endosome	PM_unknown	Non-secretome
WDR20	569	Nucleolus	PM_unknown	Non-secretome
WDR91	747	Endosome	PM_unknown	Non-secretome
WWP2	870	Nucleus	PM_unknown	Non-secretome
XPR1	696	Cell membrane	PM_unknown	Non-secretome
ZFYVE21	234	Cell junction	PM_unknown	Non-secretome
BAI1	0	Plasma membrane	PM	Non-secretome
KIAA1161	0	Plasma membrane	PM	Non-secretome
MPP6	0	Plasma membrane	PM	Non-secretome
TMEM2	0	Plasma membrane	PM	Non-secretome
ABCB1	1280	Cell membrane	PM	Non-secretome
ABCC1	1531	Cell membrane	PM	Non-secretome
ABCC3	1527	Membrane	PM	Non-secretome
ABCC4	1325	Membrane	PM	Non-secretome
ABCC5	1437	Membrane	PM	Non-secretome
ADCY3	1144	Cell membrane	PM	Non-secretome
ADCY6	1168	Cell membrane	PM	Non-secretome
ADCY7	1080	Membrane	PM	Non-secretome
ADGRL1	1474	Cell membrane	PM	Non-secretome
ADGRL2	1459	Membrane	PM	Non-secretome
ADGRL3	1447	Cell membrane	PM	Non-secretome
AKAP5	427	Other	PM	Non-secretome
ALCAM	583	Cell membrane	PM	Blood
AMIGO2	522	Cell membrane	PM	Non-secretome
ANKIB1	1089	Cytoplasm	PM	Non-secretome
ANO6	910	Cell membrane	PM	Non-secretome
ANTXR1	564	Cell membrane	PM	Intracellular and membrane
ARL15	204	Exosome	PM	Non-secretome
ARVCF	962	Cytoplasm	PM	Non-secretome
ATP11A	1134	Cell membrane	PM	Non-secretome
ATP1A1	1023	Membrane	PM	Non-secretome
ATP1B1	303	Cell membrane	PM	Non-secretome
ATP1B3	279	Membrane	PM	Non-secretome
ATP2B1	1220	Cell membrane	PM	Non-secretome
ATP2B4	1241	Membrane	PM	Non-secretome
ATP9A	1047	Endosome	PM	Non-secretome
ATRN	1429	Cell membrane	PM	Blood
AXL	894	Cell membrane	PM	Non-secretome
B2M	119	Secreted	PM	Blood
BAIAP2L1	511	Cytoplasm	PM	Non-secretome
BCAM	628	Membrane	PM	Non-secretome
BMPR2	1038	Cell membrane	PM	Non-secretome
BTN2A1	527	Plasma membrane	PM	Non-secretome
C1orf21	121	Plasma membrane	PM	Non-secretome
CACHD1	1274	Membrane	PM	Non-secretome
CADM1	442	Cell membrane	PM	Non-secretome
CADM3	398	Cell membrane	PM	Intracellular and membrane
CADM4	388	Membrane	PM	Non-secretome
CAPN5	640	Other	PM	Non-secretome
CBARP	705	Cytoplasmic vesicle	PM	Non-secretome
CCDC28A	274	Plasma membrane	PM	Non-secretome
CCM2	444	Cytoplasm	PM	Non-secretome
CCNY	341	Cell membrane	PM	Non-secretome
CCNYL1	359	Plasma membrane	PM	Non-secretome
CD151	253	Membrane	PM	Non-secretome
CD40	277	Cell membrane	PM	Blood
CD44	742	Cell membrane	PM	Blood
CD55	381	Membrane	PM	Blood
CD58	250	Plasma membrane	PM	Non-secretome
CD59	128	Cell membrane	PM	Intracellular and membrane
CD97	0	Plasma membrane	PM	Non-secretome
CDC42SE2	84	Cytoplasm	PM	Non-secretome
CDCA3	268	Cytoplasm	PM	Non-secretome
CDH11	796	Cell membrane	PM	Non-secretome
CDH2	906	Cell membrane	PM	Non-secretome
CELSR2	2923	Cell membrane	PM	Non-secretome
CHMP6	201	Endoplasmic reticulum	PM	Non-secretome
CIB1	191	Membrane	PM	Non-secretome
CNNM3	707	Cell membrane	PM	Non-secretome
CNNM4	775	Cell membrane	PM	Non-secretome
CPM	443	Cell membrane	PM	Non-secretome
CSNK1G3	447	Cytoplasm	PM	Non-secretome
CTNNA1	906	Cytoplasm	PM	Non-secretome
CTNNB1	781	Cytoplasm	PM	Non-secretome
CTNND1	968	Cell junction	PM	Non-secretome
CXADR	365	Cell membrane	PM	Secreted-unknown location
CYBRD1	286	Cell membrane	PM	Non-secretome
DAAM1	1078	Cytoplasm	PM	Non-secretome
DCBLD2	775	Membrane	PM	Non-secretome
DCUN1D3	304	Cell membrane	PM	Non-secretome
DSG2	1118	Cell membrane	PM	Non-secretome
DYSF	2080	Cell membrane	PM	Non-secretome
EFR3A	821	Cell membrane	PM	Non-secretome
EGFR	1210	Cell membrane	PM	Blood
EHD1	534	Endosome	PM	Non-secretome
ENPP1	925	Cell membrane	PM	Secreted-unknown location
EPB41L1	881	Cytoplasm	PM	Non-secretome
EPB41L2	1005	Cytoplasm	PM	Non-secretome
EPB41L3	1087	Cytoplasm	PM	Non-secretome
EPB41L5	733	Cytoplasm	PM	Non-secretome
EPHA2	976	Cell membrane	PM	Non-secretome
EPHB2	1055	Cell membrane	PM	Intracellular and membrane
EPHB3	998	Cell membrane	PM	Non-secretome
EPHB4	987	Cell membrane	PM	Non-secretome
ERBB2	1255	Cell membrane	PM	Non-secretome
ERBIN	1412	Cell junction	PM	Non-secretome
FAM171A1	890	Plasma membrane	PM	Non-secretome
FAM234A	552	Membrane	PM	Non-secretome
FARP1	1045	Cell membrane	PM	Non-secretome
FAS	335	Cell membrane	PM	Blood
FAT1	4588	Plasma membrane	PM	Intracellular and membrane
FGFR1	822	Cell membrane	PM	Non-secretome
FRMD8	464	Cytoplasm	PM	Non-secretome
FZD2	565	Membrane	PM	Non-secretome
GBA2	927	Endoplasmic reticulum	PM	Non-secretome
GGT1	569	Cell membrane	PM	Intracellular and membrane
GLIPR1	266	Membrane	PM	Intracellular and membrane
GLIPR2	154	Golgi apparatus	PM	Non-secretome
GNA11	359	Cell membrane	PM	Non-secretome
GNA13	377	Membrane	PM	Non-secretome
GNAI1	354	Nucleus	PM	Non-secretome
GNAI3	354	Cytoplasm	PM	Non-secretome
GNAO1	354	Plasma membrane	PM	Non-secretome
GNAS	1037	Cell membrane	PM	Intracellular and membrane
GNAZ	355	Membrane	PM	Non-secretome
GNB1	340	Cytoplasm	PM	Non-secretome
GNB2	340	Cytoplasm	PM	Non-secretome
GNB4	340	Other	PM	Non-secretome
GNG12	72	Cell membrane	PM	Non-secretome
GNG7	68	Cell membrane	PM	Non-secretome
GOLGA7	137	Golgi apparatus	PM	Non-secretome
GPRIN1	1008	Cell membrane	PM	Non-secretome
HEG1	1381	Cell membrane	PM	Intracellular and membrane
HLA-B	362	Plasma membrane	PM	Non-secretome
HLA-C	366	Plasma membrane	PM	Intracellular and membrane
HRAS	189	Cell membrane	PM	Non-secretome
IGF1R	1367	Cell membrane	PM	Non-secretome
IGLON5	336	Secreted	PM	Brain
IGSF3	1194	Membrane	PM	Non-secretome
IGSF8	613	Cell membrane	PM	Non-secretome
IL17RD	739	Golgi apparatus	PM	Non-secretome
IL1RAP	570	Cell membrane	PM	Blood
IL27RA	636	Membrane	PM	Non-secretome
ILDR2	639	Endoplasmic reticulum	PM	Non-secretome
INPP5A	412	Cell membrane	PM	Intracellular and membrane
INSR	1382	Cell membrane	PM	Non-secretome
ITGA1	1179	Membrane	PM	Non-secretome
ITGA2	1181	Membrane	PM	Non-secretome
ITGA3	1051	Cell membrane	PM	Non-secretome
ITGA5	1049	Membrane	PM	Non-secretome
ITGA7	1181	Membrane	PM	Non-secretome
ITGAV	1048	Cell membrane	PM	Non-secretome
ITGB1	798	Cell membrane	PM	Non-secretome
ITGB3	788	Cell membrane	PM	Intracellular and membrane
ITGB4	1822	Cell membrane	PM	Non-secretome
ITGB5	799	Membrane	PM	Non-secretome
ITGB8	769	Cell membrane	PM	Non-secretome
JAK1	1154	Endoplasmic reticulum	PM	Non-secretome
JAM2	298	Cell membrane	PM	Non-secretome
JAM3	310	Cell membrane	PM	Blood
JUP	745	Cell junction	PM	Non-secretome
KIAA1109	5005	Plasma membrane	PM	Non-secretome
KIAA1549L	1849	Plasma membrane	PM	Non-secretome
KRIT1	736	Cytoplasm	PM	Non-secretome
L1CAM	1257	Cell membrane	PM	Non-secretome
LAT2	243	Cell membrane	PM	Intracellular and membrane
LGALS3BP	585	Secreted	PM	Blood
LIN7C	197	Cell membrane	PM	Non-secretome
LMTK2	1503	Membrane	PM	Non-secretome
LRIG1	1093	Cell membrane	PM	Non-secretome
LRIG3	1119	Cell membrane	PM	Non-secretome
LRP6	1613	Cell membrane	PM	Non-secretome
