Gene names	RBC	Plasma	Matrisome 1	Matrisome 2	Matrisome 3	Plasma 1	Subcellular location [CC]
Treml4	NA	NA	NA	NA	NA	NA	Cell membrane
Ticrr	NA	NA	NA	NA	NA	NA	Nucleus
Trdn	NA	NA	NA	NA	NA	NA	Sarcoplasmic reticulum membrane
Trib1	NA	NA	NA	NA	NA	NA	NA
Trib2	NA	NA	NA	NA	NA	NA	Cytoplasm
Trib3	NA	NA	NA	NA	NA	NA	Nucleus
Slc25a1	RBC	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Tchp	NA	NA	NA	NA	NA	NA	Cytoplasm
Hadha	RBC	NA	NA	NA	NA	NA	Mitochondrion
Hadhb	NA	NA	NA	NA	NA	NA	Mitochondrion
Gart	RBC	NA	NA	NA	NA	NA	NA
Trem1	NA	NA	NA	NA	NA	NA	Cell membrane
Trem2	NA	NA	NA	NA	NA	NA	Cell membrane
Trem3	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem38a	NA	NA	NA	NA	NA	NA	Sarcoplasmic reticulum membrane
Tmem38b	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tgs1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tmlhe	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Tnrc18	NA	NA	NA	NA	NA	NA	NA
Tnrc6a	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnrc6b	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnrc6c	NA	NA	NA	NA	NA	NA	NA
Triobp	NA	NA	NA	NA	NA	NA	Nucleus
Tkfc	RBC	NA	NA	NA	NA	NA	NA
Trim10	NA	NA	NA	NA	NA	NA	NA
Trim12a	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim14	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
Trim16	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim2	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim26	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim29	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim3	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim30a	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Trim34a	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim42	NA	NA	NA	NA	NA	NA	NA
Trim43a	NA	NA	NA	NA	NA	NA	NA
Trim43b	NA	NA	NA	NA	NA	NA	NA
Trim43c	NA	NA	NA	NA	NA	NA	NA
Trim44	NA	NA	NA	NA	NA	NA	NA
Trim45	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim46	NA	NA	NA	NA	NA	NA	Cell projection
Trim54	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim59	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Trim6	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim60	NA	NA	NA	NA	NA	NA	NA
Trim65	NA	NA	NA	NA	NA	NA	NA
Trim66	NA	NA	NA	NA	NA	NA	Nucleus
Trim67	NA	NA	NA	NA	NA	NA	Cytoplasm
Trim72	NA	NA	NA	NA	NA	NA	Cell membrane
Trim75	NA	NA	NA	NA	NA	NA	NA
Trio	NA	NA	NA	NA	NA	NA	Cytoplasm
Triqk	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Trmt1l	NA	NA	NA	NA	NA	NA	NA
Trmo	NA	NA	NA	NA	NA	NA	NA
Trmt61a	NA	NA	NA	NA	NA	NA	Nucleus
Trmt6	NA	NA	NA	NA	NA	NA	Nucleus
Nsun3	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Trdmt1	NA	NA	NA	NA	NA	NA	Cytoplasm
Nsun6	NA	NA	NA	NA	NA	NA	Cytoplasm
Trmt11	NA	NA	NA	NA	NA	NA	NA
Trmt1	NA	NA	NA	NA	NA	NA	NA
Trmt5	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Mettl1	NA	NA	NA	NA	NA	NA	Nucleus
Wdr4	NA	NA	NA	NA	NA	NA	Nucleus
Trmt2b	NA	NA	NA	NA	NA	NA	NA
Trmt2a	NA	NA	NA	NA	NA	NA	NA
Trpt1	NA	NA	NA	NA	NA	NA	NA
Trit1	NA	NA	NA	NA	NA	NA	Mitochondrion
Trmt10a	NA	NA	NA	NA	NA	NA	Nucleus
Trmt10b	NA	NA	NA	NA	NA	NA	NA
Trmt10c	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Gtpbp3	NA	NA	NA	NA	NA	NA	Mitochondrion
Mettl2	NA	NA	NA	NA	NA	NA	NA
Mettl6	NA	NA	NA	NA	NA	NA	NA
Pus1	NA	NA	NA	NA	NA	NA	Mitochondrion
Pus10	NA	NA	NA	NA	NA	NA	Nucleus
Pusl1	NA	NA	NA	NA	NA	NA	NA
Pus3	NA	NA	NA	NA	NA	NA	Nucleus
Trnau1ap	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Abundant in the nucleus
Trmt12	NA	NA	NA	NA	NA	NA	NA
Tyw3	NA	NA	NA	NA	NA	NA	NA
Lcmt2	NA	NA	NA	NA	NA	NA	NA
Tyw5	NA	NA	NA	NA	NA	NA	NA
Trmt13	NA	NA	NA	NA	NA	NA	NA
Dus1l	NA	NA	NA	NA	NA	NA	NA
Dus2	NA	NA	NA	NA	NA	NA	Cytoplasm
Dus4l	NA	NA	NA	NA	NA	NA	NA
Dus3l	NA	NA	NA	NA	NA	NA	NA
Adat1	NA	NA	NA	NA	NA	NA	NA
Adat2	NA	NA	NA	NA	NA	NA	NA
Tsen15	NA	NA	NA	NA	NA	NA	Nucleus
Tsen2	NA	NA	NA	NA	NA	NA	Nucleus
Tsen34	NA	NA	NA	NA	NA	NA	Nucleus
Tsen54	NA	NA	NA	NA	NA	NA	Nucleus
Dtwd1	NA	NA	NA	NA	NA	NA	Nucleus
Dtwd2	NA	NA	NA	NA	NA	NA	Nucleus
Tpbg	NA	NA	NA	NA	NA	NA	Cell membrane
Tpbgl	NA	NA	NA	NA	NA	NA	Membrane
Tmod1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tmod2	NA	NA	NA	NA	NA	NA	Cytoplasm
Tmod3	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tmod4	NA	NA	NA	NA	NA	NA	Cytoplasm
Tpm1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tpm3	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tpm4	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tpm2	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tnnc2	NA	NA	NA	NA	NA	NA	NA
Tnnc1	NA	NA	NA	NA	NA	NA	NA
Tnni3	NA	NA	NA	NA	NA	NA	NA
Tnni2	NA	NA	NA	NA	NA	NA	NA
Tnni1	NA	NA	NA	NA	NA	NA	NA
Tnnt2	NA	NA	NA	NA	NA	NA	NA
Tnnt3	NA	NA	NA	NA	NA	NA	NA
Tnnt1	NA	NA	NA	NA	NA	NA	NA
Tcaf1	NA	NA	NA	NA	NA	NA	Cell membrane
Tcaf2	NA	NA	NA	NA	NA	NA	Cell membrane
Tcaf3	NA	NA	NA	NA	NA	NA	NA
Tdo2	NA	NA	NA	NA	NA	NA	NA
Tph1	NA	NA	NA	NA	NA	NA	NA
Tph2	NA	NA	NA	NA	NA	NA	NA
Wars1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Wars2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Tsc22d1	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Tsc22d3	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=Localization depends on differentiation status of myoblasts In undifferentiated myoblasts
Tsc22d4	NA	NA	NA	NA	NA	NA	Nucleus
Tsacc	NA	NA	NA	NA	NA	NA	NA
Tub	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Secreted Cell membrane
Tulp1	NA	NA	NA	NA	NA	NA	Cytoplasm Cell membrane
Tulp2	NA	NA	NA	NA	NA	NA	Cytoplasm
Tulp3	NA	NA	NA	NA	NA	NA	Nucleus Cell membrane Cell projection
Tulp4	NA	NA	NA	NA	NA	NA	Cytoplasm
Tsc2	NA	NA	NA	NA	NA	NA	Cytoplasm
Pth2	NA	NA	NA	NA	NA	NA	Secreted
Tubal3	NA	NA	NA	NA	NA	NA	Cytoplasm
Tuba3a; Tuba3b	NA	NA	NA	NA	NA	NA	Cytoplasm
Tubd1	NA	NA	NA	NA	NA	NA	Cell projection
Tedc1	NA	NA	NA	NA	NA	NA	Cell projection
Tedc2	NA	NA	NA	NA	NA	NA	Cell projection
Tube1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tubg1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tubg2	NA	NA	NA	NA	NA	NA	Cytoplasm
Ttll3	NA	NA	NA	NA	NA	NA	Cytoplasm
Tpgs1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tpgs2	NA	NA	NA	NA	NA	NA	Cytoplasm
Ttll11	NA	NA	NA	NA	NA	NA	Cytoplasm
Ttll13	NA	NA	NA	NA	NA	NA	NA
Ttll4	NA	NA	NA	NA	NA	NA	Cell projection
Ttll5	NA	NA	NA	NA	NA	NA	Cell projection
Ttll6	NA	NA	NA	NA	NA	NA	Cell projection
Ttll7	NA	NA	NA	NA	NA	NA	Cell projection
Tppp	NA	NA	NA	NA	NA	NA	Golgi outpost
Tppp2	NA	NA	NA	NA	NA	NA	Cytoplasm
Tppp3	NA	NA	NA	NA	NA	NA	Cytoplasm
Tbcb	NA	NA	NA	NA	NA	NA	Cytoplasm
Tbca	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tbcc	NA	NA	NA	NA	NA	NA	Cytoplasm
Tbcel	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tbcd	NA	NA	NA	NA	NA	NA	Cell junction
Tbce	NA	NA	NA	NA	NA	NA	Cytoplasm
Ttl	NA	NA	NA	NA	NA	NA	NA
Ttll12	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tdrkh	NA	NA	NA	NA	NA	NA	Cytoplasm Mitochondrion Note=Probable component of the meiotic nuage
Tdrd1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tdrd3	NA	NA	NA	NA	NA	NA	Cytoplasm
Tdrd5	NA	NA	NA	NA	NA	NA	Cytoplasm
Tdrd6	NA	NA	NA	NA	NA	NA	Cytoplasm
Tdrd7	NA	NA	NA	NA	NA	NA	Cytoplasm
Nudt16l1	NA	NA	NA	NA	NA	NA	Nucleus
Tuft1	NA	NA	NA	NA	NA	NA	Secreted
Tfip11	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=In the nucleus localizes to unique speckle domains in close proximity to nuclear speckles and not identical to paraspeckles
Tnfaip2	NA	NA	NA	NA	NA	NA	NA
Tnfaip3	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnfaip8	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnfaip8l1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnfaip8l2	NA	NA	NA	NA	NA	NA	NA
Tnfaip8l3	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnfrsf10b	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf11a	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf11b	NA	NA	NA	NA	NA	NA	Secreted
Tnfrsf12a	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf13b	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf13c	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf14	NA	NA	NA	NA	NA	NA	Cell membrane
Ngfr	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf17	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf18	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf19	NA	NA	NA	NA	NA	NA	Cell membrane
Relt	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf1a	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf1b	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf21	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf22	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf23	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf26	NA	NA	NA	NA	NA	NA	Membrane
Eda2r	NA	NA	NA	NA	NA	NA	Membrane
Ltbr	NA	NA	NA	NA	NA	NA	Membrane
Tnfrsf4	NA	NA	NA	NA	NA	NA	Membrane
Cd40	NA	NA	NA	NA	NA	NA	Cell membrane
Fas	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf8	NA	NA	NA	NA	NA	NA	Cell membrane
Tnfrsf9	NA	NA	NA	NA	NA	NA	Membrane
Edar	NA	NA	NA	NA	NA	NA	Membrane
Tradd	NA	NA	NA	NA	NA	NA	Nucleus
Tp63	NA	NA	NA	NA	NA	NA	Nucleus
Tpd52	NA	NA	NA	NA	NA	NA	NA
Tpd52l1	NA	NA	NA	NA	NA	NA	NA
Tpd52l2	RBC	NA	NA	NA	NA	NA	NA
Trp53inp1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tp53inp2	NA	NA	NA	NA	NA	NA	Cytoplasm
Trp53i11	NA	NA	NA	NA	NA	NA	Membrane
Tp53i13	NA	NA	NA	NA	NA	NA	Cell membrane
Tprg1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tprg1l	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Tp73	NA	NA	NA	NA	NA	NA	Nucleus
Trap1a	NA	NA	NA	NA	NA	NA	Nucleus
Cdkn2a	NA	NA	NA	NA	NA	NA	Nucleus
Tusc2	NA	NA	NA	NA	NA	NA	NA
Tusc3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tusc1	RBC	NA	NA	NA	NA	NA	NA
Tsg101	NA	NA	NA	NA	NA	NA	Cytoplasm
Tacstd2	NA	NA	NA	NA	NA	NA	Membrane
Twf1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Twf2	RBC	NA	NA	NA	NA	NA	Cytoplasm
Twnk	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Twsg1	NA	NA	NA	NA	NA	NA	Secreted
Twist1	NA	NA	NA	NA	NA	NA	Nucleus
Twist2	NA	NA	NA	NA	NA	NA	Nucleus
Tpcn1	NA	NA	NA	NA	NA	NA	Lysosome membrane
Tpcn2	NA	NA	NA	NA	NA	NA	Lysosome membrane
Pip4p1	NA	NA	NA	NA	NA	NA	Late endosome membrane
Top6bl	NA	NA	NA	NA	NA	NA	Chromosome
St3gal6	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Pip4p2	NA	NA	NA	NA	NA	NA	Late endosome membrane
Dio1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Inpp5b	NA	NA	NA	NA	NA	NA	Cytoplasm
Inpp4b	NA	NA	NA	NA	NA	NA	NA
Dio2	NA	NA	NA	NA	NA	NA	Membrane
Agtrap	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Agtr1a	NA	NA	NA	NA	NA	NA	Cell membrane
Agtr1b	NA	NA	NA	NA	NA	NA	Cell membrane
Agtr2	NA	NA	NA	NA	NA	NA	Cell membrane
Tyrobp	NA	NA	NA	NA	NA	NA	Cell membrane
Tyr	NA	NA	NA	NA	NA	NA	Melanosome membrane
Th	NA	NA	NA	NA	NA	NA	Cytoplasm
Tat	NA	NA	NA	NA	NA	NA	NA
Abl1	NA	NA	NA	NA	NA	NA	Cytoplasm
Abl2	NA	NA	NA	NA	NA	NA	Cytoplasm
Baz1b	NA	NA	NA	NA	NA	NA	Nucleus
Blk	NA	NA	NA	NA	NA	NA	Cell membrane
Btk	RBC	NA	NA	NA	NA	NA	Cytoplasm
Csk	RBC	NA	NA	NA	NA	NA	Cytoplasm
Fer	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
Fes	NA	NA	NA	NA	NA	NA	Cytoplasm
Fgr	NA	NA	NA	NA	NA	NA	Cell membrane
Frk	NA	NA	NA	NA	NA	NA	Cytoplasm
Fyn	NA	NA	NA	NA	NA	NA	Cytoplasm
Hck	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Itk	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Jak1	NA	NA	NA	NA	NA	NA	Endomembrane system
Jak2	RBC	NA	NA	NA	NA	NA	Endomembrane system
Jak3	NA	NA	NA	NA	NA	NA	Endomembrane system
Lyn	RBC	NA	NA	NA	NA	NA	Cell membrane
Tie1	NA	NA	NA	NA	NA	NA	Cell membrane
Tyro3	NA	NA	NA	NA	NA	NA	Cell membrane
Axl	NA	NA	NA	NA	NA	NA	Cell membrane
Ryk	NA	NA	NA	NA	NA	NA	Membrane
Srms	NA	NA	NA	NA	NA	NA	Cytoplasm
Styk1	NA	NA	NA	NA	NA	NA	Membrane
Syk	RBC	NA	NA	NA	NA	NA	Cell membrane
Tec	NA	NA	NA	NA	NA	NA	Cytoplasm Cell membrane
Ror2	NA	NA	NA	NA	NA	NA	Cell membrane
Txk	NA	NA	NA	NA	NA	NA	Cytoplasm
Yes1	NA	NA	NA	NA	NA	NA	Cell membrane
Zap70	NA	NA	NA	NA	NA	NA	Cytoplasm Cell membrane
Ptpn1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ptpn11	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ptpn12	NA	NA	NA	NA	NA	NA	Cytoplasm
Ptpn13	NA	NA	NA	NA	NA	NA	Cytoplasm
Ptpn14	NA	NA	NA	NA	NA	NA	Cytoplasm
Ptpn18	NA	NA	NA	NA	NA	NA	Nucleus
Ptpn2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
Ptpn20	NA	NA	NA	NA	NA	NA	Nucleus
Ptpn21	NA	NA	NA	NA	NA	NA	Cytoplasm
Ptpn22	NA	NA	NA	NA	NA	NA	Cytoplasm
Ptpn23	NA	NA	NA	NA	NA	NA	Nucleus
Ptpn3	NA	NA	NA	NA	NA	NA	Cell membrane
Ptpn4	NA	NA	NA	NA	NA	NA	Cell membrane
Ptpn5	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ptpn6	RBC	NA	NA	NA	NA	NA	Cytoplasm Nucleus
Ptpn7	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ptpn9	NA	NA	NA	NA	NA	NA	Cytoplasm
Sirpa	NA	NA	NA	NA	NA	NA	Membrane
Yars1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Yars2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Tdp1	NA	NA	NA	NA	NA	NA	Nucleus
Tdp2	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp70	NA	NA	NA	NA	NA	NA	Nucleus speckle
Snrpa	NA	NA	NA	NA	NA	NA	Nucleus
Snrpc	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp25	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp35	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp48	NA	NA	NA	NA	NA	NA	Nucleus
Snrpa1	NA	NA	NA	NA	NA	NA	Nucleus
Zrsr1	NA	NA	NA	NA	NA	NA	Nucleus
Zrsr2	NA	NA	NA	NA	NA	NA	Nucleus
Snrpb2	NA	NA	NA	NA	NA	NA	Nucleus
U2surp	NA	NA	NA	NA	NA	NA	Nucleus
Imp3	NA	NA	NA	NA	NA	NA	Nucleus
Imp4	NA	NA	NA	NA	NA	NA	Nucleus
Mphosph10	NA	NA	NA	NA	NA	NA	Nucleus
Utp14a	NA	NA	NA	NA	NA	NA	Nucleus
Utp14b	NA	NA	NA	NA	NA	NA	Nucleus
Utp15	NA	NA	NA	NA	NA	NA	Nucleus
Utp18	NA	NA	NA	NA	NA	NA	Nucleus
Utp25	NA	NA	NA	NA	NA	NA	Nucleus
Utp4	NA	NA	NA	NA	NA	NA	Nucleus
Utp6	NA	NA	NA	NA	NA	NA	Nucleus
Rrp9	NA	NA	NA	NA	NA	NA	Nucleus
Prpf3	NA	NA	NA	NA	NA	NA	Nucleus
Prpf31	NA	NA	NA	NA	NA	NA	Nucleus
Prpf4	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp27	NA	NA	NA	NA	NA	NA	Nucleus
Sart1	NA	NA	NA	NA	NA	NA	Nucleus
Usp39	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp200	NA	NA	NA	NA	NA	NA	Nucleus
Snrnp40	NA	NA	NA	NA	NA	NA	Nucleus
Usb1	NA	NA	NA	NA	NA	NA	Nucleus
Lsm1	NA	NA	NA	NA	NA	NA	Cytoplasm
Lsm2	RBC	NA	NA	NA	NA	NA	Nucleus
Lsm3	NA	NA	NA	NA	NA	NA	Nucleus
Lsm4	NA	NA	NA	NA	NA	NA	Nucleus
Lsm5	NA	NA	NA	NA	NA	NA	Nucleus
Lsm6	NA	NA	NA	NA	NA	NA	Cytoplasm
Lsm7	NA	NA	NA	NA	NA	NA	Nucleus
Lsm8	RBC	NA	NA	NA	NA	NA	Nucleus
Lsm10	NA	NA	NA	NA	NA	NA	Nucleus
Lsm11	NA	NA	NA	NA	NA	NA	Nucleus
Nudt16	NA	NA	NA	NA	NA	NA	Nucleus
Fyttd1	NA	NA	NA	NA	NA	NA	Nucleus
Ubald1	NA	NA	NA	NA	NA	NA	NA
Ubald2	NA	NA	NA	NA	NA	NA	NA
Ubiad1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ubn1	NA	NA	NA	NA	NA	NA	Nucleus
Ubn2	NA	NA	NA	NA	NA	NA	NA
Ubqln1	NA	NA	NA	NA	NA	NA	Nucleus
Ubqln2	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ubqln3	NA	NA	NA	NA	NA	NA	NA
Ubqln4	NA	NA	NA	NA	NA	NA	Nucleus
Ubqlnl	NA	NA	NA	NA	NA	NA	NA
Uqcc1	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Uqcc2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Uqcc3	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Coq6	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Coq3	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Coq4	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Coq9	NA	NA	NA	NA	NA	NA	Mitochondrion
Ube4a	NA	NA	NA	NA	NA	NA	Cytoplasm
Ube4b	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubd	NA	NA	NA	NA	NA	NA	Nucleus
Ubtd1	NA	NA	NA	NA	NA	NA	NA
Ubtd2	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubfd1	NA	NA	NA	NA	NA	NA	NA
Ufd1	NA	NA	NA	NA	NA	NA	Nucleus
Ube2l6	NA	NA	NA	NA	NA	NA	NA
Rps27a	NA	NA	NA	NA	NA	NA	Cytoplasm
Uba52	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubash3a	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubash3b	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ubac1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ubac2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ubap1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubap2	NA	NA	NA	NA	NA	NA	NA
Ubap2l	NA	NA	NA	NA	NA	NA	NA
Ube2a	NA	NA	NA	NA	NA	NA	NA
Ube2b	NA	NA	NA	NA	NA	NA	Cell membrane
Ube2c	NA	NA	NA	NA	NA	NA	NA
Ube2d1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ube2d2	NA	NA	NA	NA	NA	NA	NA
Ube2d2b	NA	NA	NA	NA	NA	NA	NA
Ube2d3	RBC	NA	NA	NA	NA	NA	Cell membrane
Ube2e1	NA	NA	NA	NA	NA	NA	Nucleus
Ube2e2	NA	NA	NA	NA	NA	NA	NA
Ube2e3	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Shuttles between the nucleus and cytoplasm in a IPO11-dependent manner
Ube2g1	NA	NA	NA	NA	NA	NA	NA
Ube2g2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
Ube2h	RBC	NA	NA	NA	NA	NA	NA
Ube2j1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ube2j2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ube2k	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ube2l3	RBC	NA	NA	NA	NA	NA	Nucleus
Ube2n	RBC	NA	NA	NA	NA	NA	Nucleus
Ube2q1	NA	NA	NA	NA	NA	NA	Nucleus
Ube2q2	NA	NA	NA	NA	NA	NA	Cytoplasm
Cdc34	NA	NA	NA	NA	NA	NA	Cytoplasm
Ube2r2	RBC	NA	NA	NA	NA	NA	NA
Ube2s	NA	NA	NA	NA	NA	NA	NA
Ube2t	NA	NA	NA	NA	NA	NA	Nucleus
Ube2v2	RBC	NA	NA	NA	NA	NA	NA
Uevld	NA	NA	NA	NA	NA	NA	NA
Ube2w	NA	NA	NA	NA	NA	NA	Nucleus
Ube2z	NA	NA	NA	NA	NA	NA	Cytoplasm
Ube2ql1	NA	NA	NA	NA	NA	NA	Nucleus
Ufm1	RBC	NA	NA	NA	NA	NA	Nucleus
Ufc1	RBC	NA	NA	NA	NA	NA	NA
Ublcp1	NA	NA	NA	NA	NA	NA	Nucleus
Uba1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Uba1y	RBC	NA	NA	NA	NA	NA	NA
Uba5	RBC	NA	NA	NA	NA	NA	Cytoplasm
Uba6	NA	NA	NA	NA	NA	NA	NA
Atg7	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ubl3	NA	NA	NA	NA	NA	NA	Cell membrane
Ubl4a	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubl4b	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubl5	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubl7	NA	NA	NA	NA	NA	NA	NA
Atg12	NA	NA	NA	NA	NA	NA	Cytoplasm
Fau	NA	NA	NA	NA	NA	NA	NA
Atg10	NA	NA	NA	NA	NA	NA	Cytoplasm
Atg3	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ube3a	NA	NA	NA	NA	NA	NA	Cytoplasm
Ube3b	NA	NA	NA	NA	NA	NA	NA
Ube3c	NA	NA	NA	NA	NA	NA	Nucleus
Urm1	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubxn1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ubxn10	NA	NA	NA	NA	NA	NA	Cell projection
Ubxn11	NA	NA	NA	NA	NA	NA	Cytoplasm
Ubxn2a	NA	NA	NA	NA	NA	NA	NA
Ubxn2b	NA	NA	NA	NA	NA	NA	Nucleus
Ubxn4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ubxn6	RBC	NA	NA	NA	NA	NA	Cytoplasm
Ubxn7	NA	NA	NA	NA	NA	NA	Nucleus
Ubxn8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Slc35a2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
B3galnt1	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
B3galnt2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
B3gnt7	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
B3gnt8	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
B3gnt9	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
B3gntl1	NA	NA	NA	NA	NA	NA	NA
Gale	RBC	NA	NA	NA	NA	NA	NA
