Gene_Symbol	Protein_length	Division	Category	Secretome
Plcg2	1265	Nucleoplasm	Nucleoplasm	Non-secretome
Ago4	861	Cytosol	Cytoplasm	Non-secretome
Igfbp7	281	Secreted	Secreted	Non-secretome
Rag1	1040	Nucleus	Nucleus	Non-secretome
Sarnp	210	Nucleus	Nucleus	Non-secretome
Dync1li1	523	Cytosol	Cytoplasm	Non-secretome
Nsa2	260	Nucleus	Nucleus	Non-secretome
Togaram2	1002	Nucleoplasm	Nucleoplasm	Non-secretome
Patl2	529	Cytosol	Cytoplasm	Non-secretome
Phf23	401	Nucleus	Nucleus	Non-secretome
Arap1	1452	Cytosol	Cytoplasm	Non-secretome
Ly6i	134	Plasma membrane	Cell membrane	Non-secretome
Ctnnb1	781	Cytosol	Cytoplasm	Non-secretome
Kcnma1	1209	Plasma membrane	Cell membrane	Non-secretome
Klhl31	634	Unknown	Unknown	Non-secretome
Kdm4b	1086	Nucleus	Nucleus	Non-secretome
Fbp2	339	Plasma membrane	Cell junction	Non-secretome
Smim14	99	ER	Endoplasmic reticulum membrane	Non-secretome
Xrcc2	278	Nucleus	Nucleus	Non-secretome
Fam151a	608	Unknown	Membrane	Non-secretome
Qsox2	692	Unknown	Membrane	Non-secretome
Tlr2	784	Plasma membrane	Cell membrane	Non-secretome
Plppr1	325	Unknown	Membrane	Non-secretome
Lage3	148	Cytosol	Cytoplasm	Non-secretome
Mapk15	549	Cytosol	Cytoplasm	Non-secretome
Themis2	663	Nucleus	Nucleus	Non-secretome
Slc35b1	322	ER	Endoplasmic reticulum membrane	Non-secretome
Ift27	186	Unknown	Cell projection	Non-secretome
Cst7	144	Secreted	Secreted	Non-secretome
Defa23	93	Secreted	Secreted	Non-secretome
Mtco2	227	Other	Mitochondrion inner membrane	Non-secretome
Aldh1a1	501	Cytosol	Cytoplasm	Non-secretome
Jpt2	190	Cytosol	Cytoplasm	Non-secretome
Ggnbp1	370	Other	Cytoplasm Membrane	Non-secretome
Kcnk9	402	Plasma membrane	Cell membrane	Non-secretome
Znf32	272	Nucleus	Nucleus	Non-secretome
Sv2b	683	Cytosol	Cytoplasmic vesicle	Non-secretome
Retreg2	541	Unknown	Membrane	Non-secretome
Znf770	705	Nucleus	Nucleus	Non-secretome
Iqcf3	203	Unknown	Unknown	Non-secretome
Rpusd2	553	Nucleoplasm	Nucleoplasm	Non-secretome
Zc2hc1a	324	Cytosol	Cytosol	Non-secretome
Rnf183	190	ER	Endoplasmic reticulum membrane	Non-secretome
Tprkb	175	Cytosol	Cytoplasm	Non-secretome
Pafah1b1	410	Cytosol	Cytoplasm	Non-secretome
Tnnt1	262	Nucleoplasm	Nucleoplasm	Non-secretome
Aldh5a1	523	Other	Mitochondrion	Non-secretome
Adamtsl2	957	Secreted	Secreted	Non-secretome
Cstf3	717	Nucleus	Nucleus	Non-secretome
Slco1b2	689	Plasma membrane	Cell membrane	Non-secretome
Slu7	585	Nucleus	Nucleus	Non-secretome
Cbx2	519	Nucleus	Nucleus speckle	Non-secretome
Mrc2	1479	Unknown	Membrane	Non-secretome
Cenpe	2474	Cytosol	Cytoplasm	Non-secretome
Nat8f7	227	Unknown	Membrane	Non-secretome
Psma8	250	Nucleus	Nucleus	Non-secretome
B3gnt5	376	Golgi	Golgi apparatus membrane	Non-secretome
Elp2	831	Cytosol	Cytoplasm	Non-secretome
Usp10	792	Cytosol	Cytoplasm	Non-secretome
Nhej1	295	Nucleus	Nucleus	Non-secretome
Derl1	251	ER	Endoplasmic reticulum membrane	Non-secretome
Gabarap	117	Unknown	Endomembrane system	Non-secretome
Mdh1	334	Cytosol	Cytoplasm	Non-secretome
Per3	1113	Cytosol	Cytoplasm	Non-secretome
Rnf146	359	Cytosol	Cytoplasm	Non-secretome
Lhx4	390	Nucleus	Nucleus	Non-secretome
Agpat1	285	ER	Endoplasmic reticulum membrane	Non-secretome
Frem1	2191	Secreted	Secreted	Non-secretome
Rab3c	227	Plasma membrane	Cell membrane	Non-secretome
Hoxa1	331	Nucleus	Nucleus	Non-secretome
Eddm13	164	Secreted	Secreted	Non-secretome
Spindoc	381	Nuclear speckles	Nuclear speckles	Non-secretome
Cbfb	187	Nucleus	Nucleus	Non-secretome
Tarbp2	365	Cytosol	Cytoplasm	Non-secretome
Atg9a	551	Cytosol	Cytoplasmic vesicle	Non-secretome
Nkx2-5	318	Nucleus	Nucleus	Non-secretome
Dohh	302	Cytosol	Cytosol	Non-secretome
Tpo	914	Unknown	Membrane	Non-secretome
Treml1	317	Plasma membrane	Cell membrane	Non-secretome
Clec3a	196	Secreted	Secreted	Non-secretome
Pprc1	1644	Nucleus	Nucleus	Non-secretome
Cyp20a1	462	Unknown	Membrane	Non-secretome
Wars2	360	Other	Mitochondrion matrix	Non-secretome
Pdlim5	591	Plasma membrane	Cell junction	Non-secretome
Mbnl1	341	Nucleus	Nucleus	Non-secretome
Slc25a28	364	Other	Mitochondrion inner membrane	Non-secretome
Lonrf3	753	Nucleoplasm	Nucleoplasm	Non-secretome
Edem3	931	ER	Endoplasmic reticulum lumen	Non-secretome
Rtp4	249	Unknown	Membrane	Non-secretome
Ackr1	334	Unknown	Early endosome	Non-secretome
Traf2	501	Cytosol	Cytoplasm	Non-secretome
Cnpy2	182	ER	Endoplasmic reticulum	Non-secretome
Ophn1	802	Plasma membrane	Cell junction	Non-secretome
Psme2	239	Unknown	Cytosol	Non-secretome
Emc2	297	ER	Endoplasmic reticulum membrane	Non-secretome
Hsd3b4	373	ER	Endoplasmic reticulum membrane	Non-secretome
Zhx2	836	Nucleus	Nucleus	Non-secretome
Cdk8	464	Nucleus	Nucleus	Non-secretome
Marveld2	555	Plasma membrane	Cell membrane	Non-secretome
Nnmt	264	Cytosol	Cytoplasm	Non-secretome
Tomm20l	152	Other	Mitochondrion outer membrane	Non-secretome
Lgi1	557	Secreted	Secreted	Non-secretome
Krt75	551	Cytosol	Cytoplasm	Non-secretome
Serpinc1	465	Secreted	Secreted	Non-secretome
Dcun1d5	237	Nucleus	Nucleus	Non-secretome
Mpnd	487	Nucleoli	Nucleoli rim	Non-secretome
Rgs9	675	Unknown	Membrane	Non-secretome
Eps8	821	Cytosol	Cytoplasm	Non-secretome
Clspn	1315	Nucleus	Nucleus	Non-secretome
Prpf38b	542	Nucleus	Nucleus	Non-secretome
Bcan	883	Secreted	Secreted	Non-secretome
Bst2	172	Golgi	Golgi apparatus	Non-secretome
Pgpep1l	130	Unknown	Unknown	Non-secretome
Ttc5	440	Nucleus	Nucleus	Non-secretome
Nppb	121	Secreted	Secreted	Non-secretome
Cxxc4	198	Cytosol	Cytoplasm	Non-secretome
Gpr176	515	Plasma membrane	Cell membrane	Non-secretome
Crb1	1405	Plasma membrane	Apical cell membrane	Non-secretome
Lrrc3	257	Unknown	Membrane	Non-secretome
Dmrta2	531	Nucleus	Nucleus	Non-secretome
Cdk18	451	Cytoseleton af	Actin filaments	Non-secretome
Wdfy2	400	Unknown	Endosome	Non-secretome
Ca6	317	Secreted	Secreted	Non-secretome
Prss48	312	Secreted	Secreted	Non-secretome
Scnn1g	655	Plasma membrane	Apical cell membrane	Non-secretome
Dmtn	405	Cytosol	Cytoplasm	Non-secretome
Scd1	355	ER	Endoplasmic reticulum membrane	Non-secretome
Cdipt	213	ER	Endoplasmic reticulum membrane	Non-secretome
Tmem50a	157	Unknown	Membrane	Non-secretome
Scn4a	1841	Plasma membrane	Cell membrane	Non-secretome
Popdc2	367	Unknown	Membrane	Non-secretome
Tsn	228	Cytosol	Cytoplasm	Non-secretome
Akt1s1	257	Cytosol	Cytoplasm	Non-secretome
Cx3cr1	354	Plasma membrane	Cell membrane	Non-secretome
Eda2r	297	Unknown	Membrane	Non-secretome
Lhfpl5	219	Plasma membrane	Cell membrane	Non-secretome
Map6d1	191	Golgi	Golgi apparatus	Non-secretome
Grm7	915	Plasma membrane	Cell membrane	Non-secretome
C1qtnf4	326	Secreted	Secreted	Non-secretome
Znf48	591	Nucleus	Nucleus	Non-secretome
Krtap3-3	99	Unknown	Unknown	Non-secretome
Kcna6	529	Plasma membrane	Cell membrane	Non-secretome
Rnf214	668	Golgi	Golgi apparatus	Non-secretome
Ap1m1	423	Other	Golgi apparatus Cytoplasmic vesicle	Non-secretome
Efhd2	240	Unknown	Membrane raft	Non-secretome
Tnip2	430	Cytosol	Cytoplasm	Non-secretome
Senp7	1037	Nucleoplasm	Nucleoplasm	Non-secretome
Astn1	1302	Plasma membrane	Cell membrane	Non-secretome
Sgf29	293	Nucleus	Nucleus	Non-secretome
S100a10	97	Secreted-matrisome associated	Matrisome-associated	Non-secretome
H4c1; H4c2; H4c3; H4c4; H4c6; H4c8; H4c9; H4c11; H4c12; Hist1h4m; H4c14; H4f16	103	Nucleus	Nucleus	Non-secretome
Kcnj14	434	Unknown	Membrane	Non-secretome
Pkp1	728	Nucleus	Nucleus	Non-secretome
Elfn2	823	Unknown	Membrane	Non-secretome
Fkbp6	327	Cytosol	Cytoplasm	Non-secretome
Ssbp1	152	Other	Mitochondrion	Non-secretome
Ctps1	591	Cytosol	Cytoplasm	Non-secretome
Thtpa	224	Cytosol	Cytoplasm	Non-secretome
Dnaaf5	853	Cytosol	Cytoplasm	Non-secretome
Mcub	345	Other	Mitochondrion inner membrane	Non-secretome
Rap2c	183	Cytosol	Cytoplasm	Non-secretome
Mrps15	258	Other	Mitochondrion	Non-secretome
Hopx	73	Nucleus	Nucleus	Non-secretome
Hbb-y	147	Cytosol	Cytoplasm	Non-secretome
Agbl2	862	Cytosol	Cytoplasm	Non-secretome
Slc35a1	336	Golgi	Golgi apparatus membrane	Non-secretome
Nhp2	153	Nucleus	Nucleus	Non-secretome
P3h2	703	ER	Endoplasmic reticulum	Non-secretome
Ncbp3	615	Nucleus	Nucleus	Non-secretome
Tafa4	135	Secreted	Secreted	Non-secretome
Med21	144	Nucleus	Nucleus	Non-secretome
Cd163	1121	Secreted	Secreted	Non-secretome
Hsp90aa1	733	Nucleus	Nucleus	Non-secretome
Mrpl51	128	Other	Mitochondrion	Non-secretome
Clmp	373	Plasma membrane	Cell junction	Non-secretome
Lemd2	511	Nucleus	Nucleus inner membrane	Non-secretome
Sclt1	688	Cytosol	Cytoplasm	Non-secretome
Srpra	636	ER	Endoplasmic reticulum membrane	Non-secretome
Degs2	323	ER	Endoplasmic reticulum membrane	Non-secretome
Lman2	358	Golgi	Golgi apparatus membrane	Non-secretome
Mdp1	164	Nucleoplasm	Nucleoplasm	Non-secretome
Fbxo22	402	Cytosol	Cytoplasm	Non-secretome
Hes7	225	Nucleus	Nucleus	Non-secretome
Rab12	243	Unknown	Recycling endosome membrane	Non-secretome
Mcts1	181	Cytosol	Cytoplasm	Non-secretome
Ca3	260	Cytosol	Cytoplasm	Non-secretome
Emp1	160	Unknown	Membrane	Non-secretome
Ndufaf2	168	Other	Mitochondrion	Non-secretome
Ccdc93	629	Unknown	Early endosome	Non-secretome
Cenpa	134	Nucleus	Nucleus	Non-secretome
Fbln1	705	Secreted	Secreted	Non-secretome
Msi1	362	Cytosol	Cytoplasm	Non-secretome
Ly6h	139	Plasma membrane	Cell membrane	Non-secretome
Samd13	102	Mitochondria	Mitochondria	Non-secretome
Ccna1	421	Nucleus	Nucleus	Non-secretome
Safb2	991	Cytosol	Cytoplasm	Non-secretome
Foxh1	401	Nucleus	Nucleus	Non-secretome
Wdtc1	677	Vesicles	Vesicles	Non-secretome
Hexb	536	Lysosome	Lysosome	Non-secretome
C1galt1c1	316	Unknown	Membrane	Non-secretome
Exosc2	293	Cytosol	Cytoplasm	Non-secretome
Calml4	153	Golgi	Golgi apparatus	Non-secretome
Vcan	3357	Secreted	Secreted	Non-secretome
Ykt6	198	Cytosol	Cytoplasm	Non-secretome
Sptlc3	563	ER	Endoplasmic reticulum membrane	Non-secretome
H2ac12	128	Nucleus	Nucleus	Non-secretome
Dbr1	550	Nucleus	Nucleus	Non-secretome
Rasgef1b	473	Unknown	Early endosome	Non-secretome
Ppp1r3a	1089	Unknown	Membrane	Non-secretome
Tnfrsf4	272	Unknown	Membrane	Non-secretome
Pspn	156	Secreted	Secreted	Non-secretome
Arhgdia	204	Cytosol	Cytoplasm	Non-secretome
Tcf19	263	Nucleus	Nucleus	Non-secretome
Rbp7	134	Cytosol	Cytoplasm	Non-secretome
Prdx6	224	Cytosol	Cytoplasm	Non-secretome
Tmc4	694	Unknown	Membrane	Non-secretome
Rabepk	380	Cytosol	Cytoplasm	Non-secretome
Snrnp40	358	Nucleus	Nucleus	Non-secretome
Map2k5	448	Cytosol	Cytoplasm	Non-secretome
Ulk1	1051	Cytosol	Cytoplasm	Non-secretome
Arhgap32	2089	Plasma membrane	Cell junction	Non-secretome
Prss27	328	Secreted	Secreted	Non-secretome
Adap2	381	Cytosol	Cytoplasm	Non-secretome
P2ry1	373	Plasma membrane	Cell membrane	Non-secretome
Tpst1	370	Golgi	Golgi apparatus membrane	Non-secretome
Gnpda2	276	Cytosol	Cytoplasm	Non-secretome
Pstpip1	415	Cytosol	Cytoplasm	Non-secretome
Sh3d19	789	Cytosol	Cytoplasm	Non-secretome
Ltb4r	351	Plasma membrane	Cell membrane	Non-secretome
Phxr4	95	Unknown	Unknown	Non-secretome
Igfbp1	272	Secreted	Secreted	Non-secretome
Higd2a	106	Other	Mitochondrion membrane	Non-secretome
Skint7	395	Unknown	Membrane	Non-secretome
Ccdc169	214	Unknown	Unknown	Non-secretome
Mrgpra2	305	Plasma membrane	Cell membrane	Non-secretome
Asz1	475	Cytosol	Cytoplasm	Non-secretome
Fbxo48	161	Nuclear bodies	Nuclear bodies	Non-secretome
Camta1	1682	Nucleus	Nucleus	Non-secretome
Naip2	1447	Unknown	Unknown	Non-secretome
Pou4f2	411	Nucleus	Nucleus	Non-secretome
Gmpr2	348	Nucleoplasm	Nucleoplasm	Non-secretome
Ccdc160	323	Unknown	Unknown	Non-secretome
Hspb8	196	Cytosol	Cytoplasm	Non-secretome
Ftsj3	838	Nucleus	Nucleus	Non-secretome
Wdr76	622	Nuclear bodies	Nuclear bodies	Non-secretome
Defa-rs2	91	Secreted	Secreted	Non-secretome
Copg1	874	Cytosol	Cytoplasm	Non-secretome
Pkn2	983	Cytosol	Cytoplasm	Non-secretome
Slc25a42	318	Other	Mitochondrion inner membrane	Non-secretome
B3galt6	325	Golgi	Golgi apparatus	Non-secretome
Ppp1r12a	1029	Cytosol	Cytoplasm	Non-secretome
Pmm2	242	Cytosol	Cytoplasm	Non-secretome
Map3k6	1291	Nucleoplasm	Nucleoplasm	Non-secretome
Ogfod2	349	Secreted-matrisome associated	Matrisome-associated	Non-secretome
Plekhf2	249	Unknown	Early endosome membrane	Non-secretome
Clmn	1052	Unknown	Membrane	Non-secretome
Pigo	1093	ER	Endoplasmic reticulum membrane	Non-secretome
Triml1	470	Unknown	Unknown	Non-secretome
Cbr3	277	Cytosol	Cytoplasm	Non-secretome
Lifr	1092	Plasma membrane	Cell membrane	Non-secretome
Mgst3	153	ER	Endoplasmic reticulum membrane	Non-secretome
Tax1bp3	124	Cytosol	Cytoplasm	Non-secretome
Cyp2c55	490	ER	Endoplasmic reticulum membrane	Non-secretome
Sugt1	336	Cytosol	Cytoplasm	Non-secretome
Ttll10	704	Cytosol	Cytoplasm	Non-secretome
Spata45	97	Nuclear speckles	Nuclear speckles	Non-secretome
Atp5mj	58	Other	Mitochondrion membrane	Non-secretome
Rtn2	471	ER	Endoplasmic reticulum membrane	Non-secretome
Foxf2	446	Nucleus	Nucleus	Non-secretome
Drd5	478	Plasma membrane	Cell membrane	Non-secretome
Coq6	476	Other	Mitochondrion inner membrane	Non-secretome
Camk1	374	Cytosol	Cytoplasm	Non-secretome
Cd14	366	Plasma membrane	Cell membrane	Non-secretome
Cyp2c50	490	ER	Endoplasmic reticulum membrane	Non-secretome
Nostrin	506	Plasma membrane	Cell membrane	Non-secretome
Gnb1l	326	Cytosol	Cytosol	Non-secretome
Lrrc8e	795	Plasma membrane	Cell membrane	Non-secretome
Aifm3	605	Other	Mitochondrion	Non-secretome
Flna	2647	Cytosol	Cytoplasm	Non-secretome
Sema4b	823	Unknown	Membrane	Non-secretome
Msn	577	Plasma membrane	Cell membrane	Non-secretome
Adcy5	1262	Plasma membrane	Cell membrane	Non-secretome
Scnn1b	638	Plasma membrane	Apical cell membrane	Non-secretome
Porcn	461	ER	Endoplasmic reticulum membrane	Non-secretome
Tmem218	115	Unknown	Membrane	Non-secretome
Tmem179	233	Unknown	Membrane	Non-secretome
Npas2	816	Nucleus	Nucleus	Non-secretome
Abcb5	1255	Plasma membrane	Cell membrane	Non-secretome
Mcm2	904	Nucleus	Nucleus	Non-secretome
Klhl23	558	Nucleoplasm	Nucleoplasm	Non-secretome
Ppp3r2	179	Plasma membrane	Plasma membrane	Non-secretome
Tead2	445	Nucleus	Nucleus	Non-secretome
Igf2	180	Secreted	Secreted	Non-secretome
Leprotl1	131	Unknown	Membrane	Non-secretome
Zcchc17	241	Nucleus	Nucleus	Non-secretome
Abhd3	411	Unknown	Membrane	Non-secretome
Cpox	443	Other	Mitochondrion intermembrane space	Non-secretome
Rgr	291	Unknown	Membrane	Non-secretome
Tpd52l1	204	Plasma membrane	Plasma membrane	Non-secretome
Pcsk4	655	Cytosol	Cytoplasmic vesicle	Non-secretome
Cavin4	362	Cytosol	Cytoplasm	Non-secretome
Selenof	162	ER	Endoplasmic reticulum lumen	Non-secretome
Aldh3b2	479	Unknown	Lipid droplet	Non-secretome
Cd36	472	Plasma membrane	Cell membrane	Non-secretome
Vim	466	Cytosol	Cytoplasm	Non-secretome
Supt6h	1726	Nucleus	Nucleus	Non-secretome
Shbg	403	Secreted	Secreted	Non-secretome
Gsr	500	Other	Mitochondrion	Non-secretome
Gemin6	166	Nucleus	Nucleus	Non-secretome
Agtr2	363	Plasma membrane	Cell membrane	Non-secretome
Hydin	5154	Unknown	Cell projection	Non-secretome
Slc6a14	638	Unknown	Membrane	Non-secretome
Larp4	719	Cytosol	Cytoplasm	Non-secretome
Bahd1	772	Other	Nucleus Chromosome	Non-secretome
Fam133b	245	Nucleoli	Nucleoli	Non-secretome
Dact3	610	Vesicles	Vesicles	Non-secretome
P33monox	303	Cytosol	Cytoplasm	Non-secretome
Tmprss11a	389	Unknown	Membrane	Non-secretome
Rab14	215	Unknown	Recycling endosome	Non-secretome
Cables1	568	Other	Nucleus Cytoplasm Cell projection	Non-secretome
Selenon	557	ER	Endoplasmic reticulum membrane	Non-secretome
Epb41l1	879	Cytosol	Cytoplasm	Non-secretome
Cep170b	1574	Cytosol	Cytoplasm	Non-secretome
Znf106	1888	Nucleus	Nucleus	Non-secretome
C2cd4c	419	Vesicles	Vesicles	Non-secretome
Epsti1	314	Unknown	Unknown	Non-secretome
Als2cl	952	Cytosol	Cytoplasm	Non-secretome
Inhbc	352	Secreted	Secreted	Non-secretome
Mras	208	Plasma membrane	Cell membrane	Non-secretome
Gpr137c	423	Lysosome	Lysosome membrane	Non-secretome
Rpl31	125	Cytosol	Cytoplasm	Non-secretome
Lrit3	681	Unknown	Cell projection	Non-secretome
Dnmt3b	859	Nucleus	Nucleus	Non-secretome
Atoh7	149	Nucleus	Nucleus	Non-secretome
Ostf1	215	Cytosol	Cytoplasm	Non-secretome
Top2a	1528	Cytosol	Cytoplasm	Non-secretome
Tex101	250	Plasma membrane	Cell membrane	Non-secretome
Tmem63b	832	Plasma membrane	Cell membrane	Non-secretome
Nudt14	222	Cytosol	Cytoplasm	Non-secretome
Hdac3	424	Nucleus	Nucleus	Non-secretome
Acox2	681	Peroxisome	Peroxisome	Non-secretome
Itgb2l	738	Plasma membrane	Cell membrane	Non-secretome
Ninj1	152	Plasma membrane	Cell membrane	Non-secretome
Lsm4	137	Nucleus	Nucleus	Non-secretome
Snx19	997	Unknown	Early endosome membrane	Non-secretome
Arhgap8	425	Nucleoplasm	Nucleoplasm	Non-secretome
Fancf	343	Nucleus	Nucleus	Non-secretome
Glyr1	546	Nucleus	Nucleus	Non-secretome
Naca	2187	Cytosol	Cytoplasm	Non-secretome
Esyt2	845	Plasma membrane	Cell membrane	Non-secretome
Palm2	376	Plasma membrane	Cell membrane	Non-secretome
Itpr2	2701	ER	Endoplasmic reticulum membrane	Non-secretome
Osgepl1	414	Other	Mitochondrion	Non-secretome
Dpy19l2	773	Unknown	Membrane	Non-secretome
Bex6	114	Cytosol	Cytoplasm	Non-secretome
N4bp2l1	238	Nucleoplasm	Nucleoplasm	Non-secretome
Tas2r114	309	Unknown	Membrane	Non-secretome
Pard6g	382	Other	Cytoplasm Cell membrane	Non-secretome
Mier3	551	Nucleus	Nucleus	Non-secretome
Epha2	977	Plasma membrane	Cell membrane	Non-secretome
Wipi1	446	Golgi	Golgi apparatus	Non-secretome
Irgc	412	Unknown	Unknown	Non-secretome
Slc6a13	602	Plasma membrane	Cell membrane	Non-secretome
Herpud1	391	ER	Endoplasmic reticulum membrane	Non-secretome
Phb	272	Other	Mitochondrion inner membrane	Non-secretome
Ube2v2	145	Nucleoplasm	Nucleoplasm	Non-secretome
Asgr1	284	Unknown	Membrane	Non-secretome
Ifi205a	404	Nucleus	Nucleus	Non-secretome
Hras	189	Plasma membrane	Cell membrane	Non-secretome
Lim2	173	Unknown	Membrane	Non-secretome
Slc48a1	146	Unknown	Endosome membrane	Non-secretome
Ankrd46	228	Unknown	Membrane	Non-secretome
Sema3c	751	Secreted	Secreted	Non-secretome
Psmd6	389	Cytosol	Cytoplasm	Non-secretome
Ttc38	465	Cytosol	Cytosol	Non-secretome
Adam7	789	Unknown	Membrane	Non-secretome
Arl15	204	Plasma membrane	PM	Non-secretome
Arl6ip1	203	Unknown	Endomembrane system	Non-secretome
Ercc4	917	Nucleus	Nucleus	Non-secretome
Dcaf1	1506	Cytosol	Cytoplasm	Non-secretome
Psd	1024	Plasma membrane	Cell membrane	Non-secretome
Cracd	1207	Cytosol	Cytoplasm	Non-secretome
Zbed3	228	Cytosol	Cytoplasm	Non-secretome
Sh3rf2	735	Nucleus	Nucleus	Non-secretome
Wt1	449	Nucleus	Nucleus speckle	Non-secretome
Cops8	209	Cytosol	Cytoplasm	Non-secretome
Rassf9	435	Unknown	Endosome	Non-secretome
Tlcd2	310	Plasma membrane	Cell membrane	Non-secretome
Pdlim2	349	Other	Cytoplasm Cytoplasm	Non-secretome
Cldn2	230	Plasma membrane	Cell junction	Non-secretome
Zfp27	819	Nucleus	Nucleus	Non-secretome
Zfpm2	1151	Nucleus	Nucleus	Non-secretome
Msantd2	559	Nuclear bodies	Nuclear bodies	Non-secretome
Golt1b	138	Golgi	Golgi apparatus membrane	Non-secretome
Strbp	672	Cytosol	Cytoplasm	Non-secretome
Adra1d	562	Plasma membrane	Cell membrane	Non-secretome
Twnk	685	Other	Mitochondrion matrix	Non-secretome
Tas1r2	843	Plasma membrane	Cell membrane	Non-secretome
Vps18	973	Unknown	Late endosome membrane	Non-secretome
Tas2r4	297	Unknown	Membrane	Non-secretome
Gjc2	440	Plasma membrane	Cell membrane	Non-secretome
Dpys	519	Unknown	Unknown	Non-secretome
Xlr	208	Unknown	Unknown	Non-secretome
Htr2a	471	Plasma membrane	Cell membrane	Non-secretome
Ankrd42	527	Nucleoplasm	Nucleoplasm	Non-secretome
Enoph1	257	Cytosol	Cytoplasm	Non-secretome
Kctd8	476	Plasma membrane	Cell junction	Non-secretome
Nkx2-2	273	Nucleus	Nucleus	Non-secretome
Sesn2	480	Cytosol	Cytoplasm	Non-secretome
Rhbg	455	Plasma membrane	Basolateral cell membrane	Non-secretome
Psmd1	953	Cytosol	Cytoplasm	Non-secretome
Mapre3	281	Cytosol	Cytoplasm	Non-secretome
Slc44a2	706	Unknown	Membrane	Non-secretome
Pex26	305	Peroxisome	Peroxisome membrane	Non-secretome
Map3k3	626	Nucleoplasm	Nucleoplasm	Non-secretome
Hsbp1l1	72	Nucleoplasm	Nucleoplasm	Non-secretome
Cish	257	Cytoskeleton mt	Microtubules	Non-secretome
Ets2	468	Nucleus	Nucleus	Non-secretome
Nlrp5	1163	Cytosol	Cytoplasmic vesicle	Non-secretome
Asb11	323	Unknown	Unknown	Non-secretome
Clic6	596	Cytosol	Cytoplasm	Non-secretome
Cntn1	1020	Plasma membrane	Cell membrane	Non-secretome
Cenpp	286	Nucleus	Nucleus	Non-secretome
Vwa5b2	1248	ECM	Core matrisome	Non-secretome
Icos	200	Unknown	Membrane	Non-secretome
Lrrfip2	415	Plasma membrane	Plasma membrane	Non-secretome
Atxn7	867	Nucleus	Nucleus	Non-secretome
Lrp11	483	Unknown	Membrane	Non-secretome
Rpl15	204	Unknown	Membrane	Non-secretome
Nr0b1	472	Nucleus	Nucleus	Non-secretome
Gbp1	589	Cytosol	Cytoplasm	Non-secretome
Ctss	340	Lysosome	Lysosome	Non-secretome
Tp73	631	Nucleus	Nucleus	Non-secretome
Crp	225	Secreted	Secreted	Non-secretome
Nptx1	432	Cytosol	Cytoplasmic vesicle	Non-secretome
Myct1	188	Nucleus	Nucleus membrane	Non-secretome
Chst7	484	Golgi	Golgi apparatus membrane	Non-secretome
Utp6	597	Nucleus	Nucleus	Non-secretome
Acot10	439	Other	Mitochondrion	Non-secretome
Osbpl9	736	Unknown	Late endosome membrane	Non-secretome
Trpm1	1622	Plasma membrane	Cell membrane	Non-secretome
Adgrg4	3073	Unknown	Membrane	Non-secretome
Fastkd5	762	Other	Mitochondrion matrix	Non-secretome
Krtap5-2	189	Unknown	Unknown	Non-secretome
Spred1	444	Plasma membrane	Cell membrane	Non-secretome
Ctnna3	895	Cytosol	Cytoplasm	Non-secretome
Foxn3	457	Nucleus	Nucleus	Non-secretome
Homer3	356	Cytosol	Cytoplasm	Non-secretome
Hao2	353	Peroxisome	Peroxisome	Non-secretome
Slf1	1054	Nucleus	Nucleus	Non-secretome
Znf385b	482	Nucleus	Nucleus	Non-secretome
Itih5	952	Secreted	Secreted	Non-secretome
Myh3	1940	Cytosol	Cytoplasm	Non-secretome
Trim3	744	Cytosol	Cytoplasm	Non-secretome
Atp5mg	103	Other	Mitochondrion Mitochondrion inner membrane	Non-secretome
H1-4	219	Nucleus	Nucleus Chromosome	Non-secretome
Dnaja4	397	Unknown	Membrane	Non-secretome
Nkd1	471	Plasma membrane	Cell membrane	Non-secretome
Cip2a	907	Unknown	Membrane	Non-secretome
Cap1	474	Plasma membrane	Cell membrane	Non-secretome
Nlgn1	843	Plasma membrane	Cell membrane	Non-secretome
Cd276	316	Unknown	Membrane	Non-secretome
Cept1	416	ER	Endoplasmic reticulum membrane	Non-secretome
Mrtfa	964	Cytosol	Cytoplasm	Non-secretome
Tsacc	124	Nuclear bodies	Nuclear bodies	Non-secretome
Aldh2	519	Other	Mitochondrion matrix	Non-secretome
Ube3c	1083	Nucleus	Nucleus	Non-secretome
Hspa2	633	Cytosol	Cytoplasm	Non-secretome
H2bc21	126	Other	Nucleus Chromosome	Non-secretome
Tub	505	Other	Cytoplasm Nucleus Secreted Cell membrane	Non-secretome
Galnt11	608	Golgi	Golgi apparatus membrane	Non-secretome
Hao1	370	Peroxisome	Peroxisome	Non-secretome
Tssk6	273	Unknown	Unknown	Non-secretome
Cenpw	86	Nucleus	Nucleus	Non-secretome
Selenbp2	472	Nucleus	Nucleus	Non-secretome
Tmem176b	263	Nucleus	Nucleus membrane	Non-secretome
Duoxa1	341	Unknown	Membrane	Non-secretome
Znf329	522	Nucleus	Nucleus	Non-secretome
